Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
Deep Bay	Sheung Pak Nai Stream	DB5	2/1/2023	1	0.2	<50	0.014	<0.05	<1	<1	4	<1	<50	<0.1	4	<10	0.3	<1	70	<1	<0.01	104	9.9	320	0.043	0.2	<0.01	<50	<1	30	<1	<2	<1	0.17	0.003	<0.5	<0.002	7.6	0.4	0	20	<1	<0.02	0.8	<1	0.12	2	<0.02	110	31	4.2	<2	17.8	<10	50
Deep Bay	Sheung Pak Nai Stream	DB5	3/15/2023	1	0.6	<50	0.011	<0.05	<1	<1	4	<1	<50	<0.1	4	14	0.5	<1	84	<1	<0.01	108	9.4	2300	0.021	0.2	<0.01	90	<1	<10	<1	<2	<1	0.12	0.004	<0.5	<0.002	7.8	2	0	21	<1	<0.02	4.2	<1	0.15	1	0.03	95	41	2.8	<2	22.2	<10	300
Deep Bay	Sheung Pak Nai Stream	DB5	4/28/2023	1	2.6	<50	0.034	0.06	<1	<1	6	<1	<50	<0.1	7	13	<0.2	<1	117	<1	<0.01	82	6.7	44000	0.029	0.2	<0.01	<50	<1	80	<1	<2	<1	0.098	0.008	<0.5	0.005	7.2	<0.2	0.1	20	<1	<0.02	4.9	<1	0.3	3	0.03	120	30	9.1	<2	25.9	<10	4100
Deep Bay	Sheung Pak Nai Stream	DB5	5/5/2023	1	3.2	<50	0.13	0.1	<1	<1	6	<1	<50	<0.1	8	14	0.4	<1	122	<1	<0.01	73	5.8	170000	0.025	0.3	<0.01	120	<1	60	<1	<2	<1	0.074	0.006	<0.5	0.017	7.2	<0.2	0.1	22	<1	<0.02	2.5	<1	0.81	3	0.06	140	73	7.7	<2	27.3	<10	9000
Deep Bay	Sheung Pak Nai Stream	DB5	6/28/2023	1	0.7	<50	0.042	<0.05	<1	<1	6	<1	<50	<0.1	7	<10	1.9	<1	118	<1	<0.01	92	7.2	14000	0.058	<0.2	<0.01	160	<1	100	<1	<2	1	0.26	0.007	<0.5	0.012	7.6	1	0.1	20	<1	<0.02	5.1	<1	0.17	4	<0.02	94	29	12.4	<2	28	<10	2100
Deep Bay	Sheung Pak Nai Stream	DB5	7/5/2023	1	0.8	<50	0.047	<0.05	<1	<1	5	<1	<50	<0.1	4	23	3.2	<1	121	<1	<0.01	94	7.1	18000	0.141	0.2	<0.01	190	<1	60	<1	<2	1	0.25	0.004	<0.5	0.011	7.7	1.1	0.1	23	<1	<0.02	5.4	<1	0.22	2	<0.02	110	64	9.8	<2	29.7	<10	4400
Deep Bay	Sheung Pak Nai Stream	DB5	8/25/2023	1	<0.1	<50	0.052	<0.05	<1	<1	5	<1	<50	<0.1	6	<10	2.6	<1	100	<1	<0.01	102	7.9	2300	0.122	<0.2	<0.01	150	<1	60	<1	<2	<1	0.26	0.005	<0.5	0.017	7.1	0.8	0	21	<1	<0.02	4.6	<1	0.17	2	0.11	92	70	9.4	<2	28.8	<10	330
Deep Bay	Sheung Pak Nai Stream	DB5	9/21/2023	1	0.4	<50	0.015	0.05	<1	<1	6	<1	<50	<0.1	8	<10	1.2	<1	92	<1	<0.01	101	7.7	18000	0.528	<0.2	<0.01	150	<1	70	<1	<2	<1	0.31	0.003	<0.5	0.014	7.2	<0.2	0	19	<1	<0.02	2.7	<1	0.19	1	<0.02	150	82	8.6	<2	29.5	<10	1000
Deep Bay	Sheung Pak Nai Stream	DB5	10/4/2023	1	1.5	<50	0.027	0.21	<1	<1	4	<1	<50	<0.1	13	<10	1	<1	94	<1	<0.01	96	7.5	89000	0.107	<0.2	<0.01	120	<1	40	<1	<2	<1	0.27	0.003	<0.5	0.015	7.3	<0.2	0	19	<1	<0.02	3.5	<1	0.34	2	0.03	140	84	7	<2	28.1	<10	800
Deep Bay	Sheung Pak Nai Stream	DB5	11/20/2023	1	0.3	<50	0.025	<0.05	<1	<1	5	<1	<50	<0.1	3	<10	0.2	<1	78	<1	<0.01	101	9.1	2100	0.106	<0.2	<0.01	120	<1	50	<1	<2	<1	0.25	0.003	<0.5	0.012	7.1	<0.2	0	20	<1	<0.02	1.7	<1	0.06	1	<0.02	110	56	3.2	<2	20.5	<10	220
Deep Bay	Sheung Pak Nai Stream	DB5	12/1/2023	1	<0.1	<50	0.016	<0.05	<1	<1	4	<1	<50	<0.1	2	<10	0.8	<1	80	<1	<0.01	101	9	1100	0.149	<0.2	<0.01	120	<1	50	<1	<2	<1	0.22	0.002	<0.5	0.01	7.1	<0.2	0	19	<1	<0.02	0.9	<1	0.1	<1	<0.02	130	100	3	<2	20.8	<10	240
Deep Bay	Ngau Hom Sha Stream	DB6	1/27/2023	1	1.3	<50	0.18	<0.05	<1	<1	9	<1	70	<0.1	6	200	2.4	<1	651	<1	<0.01	97	9.2	1200	0.002	0.3	<0.01	<50	<1	150	<1	<2	6	0.33	0.008	<0.5	0.043	7.2	1	0.4	20	<1	<0.02	7.5	<1	0.36	1	0.14	530	110	1.7	<2	17.8	<10	80
Deep Bay	Ngau Hom Sha Stream	DB6	2/1/2023	1	0.6	<50	0.14	<0.05	<1	<1	6	<1	<50	<0.1	5	24	1.5	<1	142	<1	<0.01	98	9	860	0.003	0.2	<0.01	90	<1	90	<1	<2	6	0.29	0.005	<0.5	0.05	7.2	0.8	0.1	19	<1	<0.02	1.6	<1	0.26	2	0.13	150	38	1.9	<2	19.7	<10	400
Deep Bay	Ngau Hom Sha Stream	DB6	3/15/2023	1	1.6	<50	0.11	<0.05	<1	<1	5	<1	<50	<0.1	4	<10	3.8	<1	114	1	<0.01	97	8.3	1000	0.003	0.2	<0.01	150	<1	60	<1	<2	2	0.17	0.006	<0.5	0.092	7.2	2.5	0.1	18	<1	<0.02	2.8	<1	0.28	2	0.16	120	54	3.6	<2	22.8	<10	86
Deep Bay	Ngau Hom Sha Stream	DB6	4/28/2023	1	1.1	<50	0.15	<0.05	<1	<1	6	<1	<50	<0.1	6	17	15	<1	154	1	<0.01	105	8.4	1200	0.006	0.3	<0.01	220	<1	170	<1	2	2	0.14	0.01	<0.5	0.075	7.3	4.8	0.1	18	<1	<0.02	13	<1	0.4	3	0.19	160	30	6.5	<2	26.9	<10	170
Deep Bay	Ngau Hom Sha Stream	DB6	5/5/2023	1	1.4	<50	0.18	<0.05	<1	<1	6	<1	<50	<0.1	7	16	2.7	<1	176	1	<0.01	103	8.1	4300	0.002	0.3	<0.01	230	<1	190	<1	3	3	0.2	0.011	<0.5	0.1	7.3	2	0.1	18	<1	<0.02	3	<1	0.48	3	0.19	160	120	3.3	<2	28	<10	230
Deep Bay	Ngau Hom Sha Stream	DB6	6/28/2023	1	0.8	<50	0.15	<0.05	<1	<1	9	<1	<50	<0.1	10	<10	2.8	<1	123	<1	<0.01	89	6.9	20000	0.015	<0.2	<0.01	180	<1	160	<1	2	3	0.42	0.006	<0.5	0.03	7.3	1.4	0.1	20	<1	<0.02	3.8	<1	0.33	4	0.13	110	53	4.1	<2	28	<10	670
Deep Bay	Ngau Hom Sha Stream	DB6	7/5/2023	1	0.9	<50	0.12	<0.05	<1	<1	15	<1	190	<0.1	7	700	12	<1	2768	<1	<0.01	88	6.6	39000	0.023	0.2	<0.01	<50	<1	170	<1	<2	2	0.35	0.008	<0.5	0.046	7.3	3.4	1.3	20	<1	<0.02	14	<1	0.43	3	0.08	1600	320	16.4	<2	29.7	<10	2300
Deep Bay	Ngau Hom Sha Stream	DB6	8/25/2023	1	0.5	<50	0.084	<0.05	<1	<1	7	<1	<50	<0.1	7	15	2.1	<1	86	<1	<0.01	95	7.3	2200	0.026	<0.2	<0.01	150	<1	110	<1	<2	2	0.29	0.003	<0.5	0.036	6.9	2.7	0	20	<1	<0.02	5.6	<1	0.16	1	0.07	84	36	8.6	<2	29.2	<10	180
Deep Bay	Ngau Hom Sha Stream	DB6	9/21/2023	1	0.1	<50	0.069	<0.05	<1	<1	7	<1	<50	<0.1	9	<10	1.1	<1	72	<1	<0.01	98	7.5	1900	0.052	<0.2	<0.01	110	<1	70	<1	<2	1	0.38	0.007	<0.5	0.033	7	<0.2	0	19	<1	<0.02	1.9	<1	0.22	1	0.06	110	48	6.8	<2	29.2	<10	65
Deep Bay	Ngau Hom Sha Stream	DB6	10/4/2023	1	0.5	90	0.074	<0.05	<1	<1	5	<1	<50	<0.1	9	13	0.8	2	145	1	<0.01	95	7.4	2700	0.05	<0.2	<0.01	160	<1	30	<1	2	1	0.37	0.003	<0.5	0.15	9.6	<0.2	0.1	21	<1	<0.02	8.4	<1	0.29	2	0.16	150	100	6.8	<2	28	<10	200
Deep Bay	Ngau Hom Sha Stream	DB6	11/20/2023	1	0.5	<50	0.079	<0.05	<1	<1	7	<1	<50	<0.1	2	<10	<0.2	<1	79	<1	<0.01	97	8.7	6600	0.051	<0.2	<0.01	110	<1	90	<1	<2	1	0.35	0.004	<0.5	0.039	6.9	<0.2	0	20	<1	<0.02	1.1	<1	0.13	<1	0.08	86	48	3.1	<2	20.7	<10	43
Deep Bay	Ngau Hom Sha Stream	DB6	12/1/2023	1	0.5	<50	0.08	<0.05	<1	<1	8	<1	<50	<0.1	4	41	1.7	<1	208	<1	<0.01	99	8.7	5900	0.007	0.2	<0.01	190	<1	120	<1	<2	1	0.32	0.006	<0.5	0.028	7.1	0.7	0.1	20	<1	<0.02	1.1	<1	0.24	1	0.07	180	110	3.2	<2	21.4	<10	120
Deep Bay	Tsang Kok Stream	DB8	1/27/2023	1	<0.1	<50	0.074	<0.05	<1	<1	12	<1	<50	<0.1	7	45	0.8	<1	258	<1	<0.01	117	11.7	660	0.001	0.4	<0.01	<50	<1	<10	<1	3	<1	2.4	0.071	<0.5	0.006	8.5	0.4	0.2	26	<1	<0.02	1.4	<1	0.35	2	<0.02	1000	250	1.8	<2	15.3	<10	130
Deep Bay	Tsang Kok Stream	DB8	2/1/2023	1	0.5	<50	0.11	<0.05	<1	<1	13	<1	<50	<0.1	8	42	0.5	<1	271	<1	<0.01	117	11.2	140	null	0.4	<0.01	<50	<1	<10	<1	3	1	2.1	0.057	<0.5	<0.002	8.3	0.7	0.2	24	<1	<0.02	1.1	<1	0.35	3	0.02	260	46	2.2	<2	17.3	<10	90
Deep Bay	Tsang Kok Stream	DB8	3/15/2023	1	1	<50	0.094	<0.05	<1	<1	18	<1	<50	<0.1	8	12	0.5	<1	312	1	<0.01	89	7.9	140	null	0.3	<0.01	<50	<1	20	<1	3	1	1	0.031	<0.5	<0.002	7.9	1.2	0.2	23	<1	<0.02	6.9	<1	0.5	3	0.03	240	79	9.4	<2	20.9	<10	12
Deep Bay	Tsang Kok Stream	DB8	4/28/2023	1	1	<50	0.46	<0.05	<1	2	14	<1	<50	<0.1	10	43	1	<1	411	2	<0.01	78	6.4	1300	0.006	0.4	<0.01	<50	<1	150	<1	4	<1	0.66	0.1	<0.5	0.013	7.9	0.9	0.2	26	<1	<0.02	9.8	<1	0.78	4	0.03	340	66	15.8	<2	25.6	<10	190
Deep Bay	Tsang Kok Stream	DB8	5/5/2023	1	2.4	<50	0.53	0.08	<1	3	16	<1	<50	<0.1	13	49	2.2	<1	443	2	<0.01	70	5.5	1000	0.002	0.5	<0.01	<50	<1	220	<1	4	1	0.45	0.065	<0.5	0.01	8	2.1	0.2	16	<1	<0.02	15	<1	0.99	5	0.03	370	170	19.1	<2	27.7	<10	37
Deep Bay	Tsang Kok Stream	DB8	6/28/2023	1	0.3	<50	0.071	<0.05	<1	2	16	<1	50	<0.1	7	56	1.1	<1	453	<1	<0.01	109	8.5	5200	0.008	0.4	<0.01	<50	<1	50	<1	5	1	3.3	0.024	<0.5	0.014	7.8	<0.2	0.2	25	<1	<0.02	2.4	<1	0.25	2	<0.02	320	86	7.7	<2	28.1	<10	1000
Deep Bay	Tsang Kok Stream	DB8	7/5/2023	1	0.7	<50	0.06	<0.05	<1	3	15	<1	60	<0.1	6	62	22	<1	507	1	<0.01	119	8.8	15000	0.008	0.4	<0.01	<50	<1	40	<1	5	1	3	0.034	<0.5	0.015	8.1	2.3	0.2	26	<1	<0.02	220	<1	0.34	3	0.02	530	120	13.7	<2	31.2	<10	2300
Deep Bay	Tsang Kok Stream	DB8	8/25/2023	1	0.3	<50	0.14	<0.05	<1	3	14	<1	60	<0.1	10	56	0.5	<1	484	<1	<0.01	99	7.4	3000	0.005	0.4	<0.01	<50	<1	50	<1	7	1	0.94	0.055	<0.5	0.007	7.8	<0.2	0.2	25	<1	<0.02	16	<1	0.24	2	0.02	330	80	15.5	<2	30	<10	800
Deep Bay	Tsang Kok Stream	DB8	9/21/2023	1	<0.1	<50	0.25	<0.05	<1	2	20	<1	<50	<0.1	12	60	0.3	<1	459	<1	<0.01	99	7.8	6200	0.04	0.4	<0.01	<50	<1	110	<1	5	1	2.7	0.063	<0.5	0.015	7.6	<0.2	0.2	24	<1	<0.02	8.5	<1	0.54	2	<0.02	360	72	8.4	<2	27.8	<10	1300
Deep Bay	Tsang Kok Stream	DB8	10/4/2023	1	0.4	<50	0.04	<0.05	<1	2	18	<1	<50	<0.1	11	61	2	<1	429	<1	<0.01	103	8.2	8500	0.002	0.4	<0.01	<50	<1	30	<1	4	<1	2.4	0.021	<0.5	0.014	8	1.7	0.2	22	<1	<0.02	5.2	<1	0.21	3	<0.02	330	150	4.4	<2	27.3	<10	670
Deep Bay	Tsang Kok Stream	DB8	11/20/2023	1	1.1	<50	0.036	<0.05	<1	2	12	<1	<50	<0.1	4	48	2.6	<1	318	<1	<0.01	109	9.8	110	null	0.4	<0.01	<50	<1	10	<1	4	<1	1.6	0.008	<0.5	0.015	8.1	1.9	0.2	20	<1	<0.02	0.5	<1	0.23	2	0.02	260	64	2.2	<2	20.7	<10	72
Deep Bay	Tsang Kok Stream	DB8	12/1/2023	1	0.2	<50	0.01	<0.05	<1	2	11	<1	<50	<0.1	5	51	3.2	<1	341	<1	<0.01	115	10.4	4000	null	0.4	<0.01	<50	<1	<10	<1	4	<1	1.7	0.01	<0.5	0.016	8.5	1.6	0.2	24	<1	<0.02	27	<1	0.18	1	0.03	330	88	1.4	<2	20.4	<10	230
Deep Bay	Fairview Park Nullah	FVR1	1/13/2023	1	13	<50	2.8	<0.05	<1	13	18	<1	800	<0.1	46	5400	40	<1	12389	2	<0.01	49	4.2	170000	null	0.5	<0.01	<50	<1	310	<1	4	4	0.39	0.19	<0.5	0.53	7.1	20	7.7	7.1	<1	<0.02	12	<1	4	10	0.73	10000	1300	7.1	2	21.2	20	120000
Deep Bay	Fairview Park Nullah	FVR1	2/22/2023	1	11	<50	1.5	0.11	<1	9	30	<1	1500	<0.1	33	6500	6.1	1	17294	2	<0.01	87	7.2	86000	null	0.6	<0.01	50	<1	240	<1	5	6	0.88	0.12	<0.5	0.26	7.5	15	11.1	5.9	<1	0.02	11	<1	2.4	9	0.39	18000	3300	8.8	3	21	<10	31000
Deep Bay	Fairview Park Nullah	FVR1	3/23/2023	1	11	<50	1.7	0.11	<1	9	29	<1	1300	<0.1	49	5400	20	1	16220	2	<0.01	69	5.4	130000	null	0.6	<0.01	<50	<1	260	<1	4	6	0.84	0.15	<0.5	0.29	7.4	22	9.6	9.3	<1	<0.02	20	<1	3	10	0.56	13000	2700	12.2	4	24.7	10	100000
Deep Bay	Fairview Park Nullah	FVR1	4/13/2023	1	8.5	<50	1.2	0.11	<1	11	27	<1	980	<0.1	70	3300	95	<1	12650	1	<0.01	149	11.7	190000	null	0.5	<0.01	<50	<1	340	<1	4	5	0.94	0.14	<0.5	0.22	8.5	18	7.1	8.4	<1	0.04	20	<1	3.2	13	0.53	8400	1800	16.8	4	25.8	<10	90000
Deep Bay	Fairview Park Nullah	FVR1	5/12/2023	1	6.8	<50	1.9	0.34	<1	10	24	<1	810	<0.1	38	3800	22	1	10736	2	<0.01	46	3.7	71000	null	0.5	<0.01	<50	<1	430	<1	4	4	0.54	0.13	<0.5	0.42	7.3	7.4	6.2	9.4	<1	<0.02	10	<1	2.7	11	0.55	7900	1300	7	3	24.3	20	28000
Deep Bay	Fairview Park Nullah	FVR1	6/16/2023	1	7	<50	0.99	0.1	<1	14	7	<1	80	<0.1	15	230	53	<1	1038	1	<0.01	49	3.8	440000	null	0.3	<0.01	<50	<1	120	<1	<2	3	0.48	0.055	<0.5	0.39	7.4	19	0.5	8.2	<1	<0.02	6.8	<1	1.8	7	0.47	800	130	14.7	<2	28.9	10	110000
Deep Bay	Fairview Park Nullah	FVR1	7/7/2023	1	10	<50	0.86	<0.05	<1	13	13	<1	390	<0.1	29	950	140	<1	5604	1	<0.01	114	8.4	21000	null	0.4	<0.01	<50	<1	170	<1	3	3	0.79	0.17	<0.5	0.23	7.7	21	2.7	6.3	<1	<0.02	20	<1	2.1	10	0.36	3400	470	10.5	3	31.1	<10	5000
Deep Bay	Fairview Park Nullah	FVR1	8/18/2023	1	5.4	<50	0.45	0.1	<1	5	4	<1	<50	<0.1	9	83	18	<1	364	<1	<0.01	89	6.9	55000	null	<0.2	<0.01	<50	<1	40	<1	<2	1	0.41	0.029	<0.5	0.095	7.4	16	0.2	3.1	<1	<0.02	22	<1	0.92	4	0.12	300	76	36.5	<2	28.3	<10	19000
Deep Bay	Fairview Park Nullah	FVR1	9/15/2023	1	3	<50	1	<0.05	<1	15	11	<1	110	<0.1	23	360	11	<1	1690	<1	<0.01	56	4.3	14000	null	0.3	<0.01	<50	<1	230	<1	2	2	0.34	0.072	<0.5	0.4	7.3	6.3	0.8	14	<1	<0.02	9.6	<1	1.9	7	0.43	930	240	7.3	<2	29.1	<10	2900
Deep Bay	Fairview Park Nullah	FVR1	10/20/2023	1	4	<50	1.4	<0.05	<1	11	29	<1	760	<0.1	18	2400	8.2	<1	8732	1	<0.01	59	4.7	27000	null	0.4	<0.01	60	<1	340	<1	4	4	0.73	0.13	<0.5	0.2	7.2	2.6	4.8	12	<1	0.02	18	<1	2.1	5	0.3	6400	1200	5.5	3	25.8	10	10000
Deep Bay	Fairview Park Nullah	FVR1	11/15/2023	1	4.2	<50	1.7	<0.05	<1	10	28	<1	740	<0.1	17	3900	6.8	<1	10038	2	<0.01	72	5.9	69000	null	0.5	<0.01	<50	<1	250	<1	4	4	1.2	0.18	<0.5	0.23	7.4	5.7	5.9	13	<1	<0.02	8	<1	2.6	7	0.35	7400	1200	7.3	2	23.1	10	15000
Deep Bay	Fairview Park Nullah	FVR1	12/13/2023	1	5.9	<50	1.6	0.08	<1	10	28	<1	1100	<0.1	30	5900	29	<1	14712	2	<0.01	68	5.5	56000	null	0.5	<0.01	<50	<1	280	<1	4	5	1.2	0.13	<0.5	0.35	7.2	9	8.7	7.6	<1	<0.02	8.6	<1	2.4	8	0.51	12000	2100	8.1	3	24.1	20	15000
Deep Bay	River Ganges	GR1	1/16/2023	1	17	<50	9.8	0.08	<1	1	14	<1	50	<0.1	21	25	2.5	<1	286	<1	<0.01	69	7	23000	0.042	0.3	<0.01	240	<1	110	<1	<2	3	0.98	0.22	<0.5	1	7.3	<0.2	0.2	15	<1	<0.02	7.9	<1	12	9	1.4	230	60	7.6	<2	15.2	<10	15000
Deep Bay	River Ganges	GR1	2/17/2023	1	8.9	<50	15	<0.05	<1	1	13	<1	70	<0.1	21	38	7.3	<1	372	2	<0.01	107	9.4	11000	0.031	0.3	<0.01	200	<1	<10	<1	2	4	2	0.83	<0.5	0.69	7.5	3.1	0.2	13	<1	<0.02	4.1	<1	15	7	0.76	240	57	4.9	<2	21.6	<10	3000
Deep Bay	River Ganges	GR1	3/17/2023	1	13	<50	12	<0.05	<1	2	12	<1	60	<0.1	27	26	11	<1	398	<1	<0.01	100	8.3	150000	0.023	0.3	<0.01	150	<1	<10	<1	<2	2	0.69	0.3	<0.5	0.35	7.6	9.1	0.2	12	<1	<0.02	19	<1	14	8	0.78	380	320	8.8	<2	24.2	<10	2600
Deep Bay	River Ganges	GR1	4/15/2023	1	7	<50	9.3	0.05	<1	2	12	<1	<50	<0.1	23	46	61	<1	440	<1	<0.01	167	13.3	10000	0.042	0.3	<0.01	200	<1	<10	<1	<2	2	0.77	0.57	<0.5	0.27	8.1	12	0.2	11	<1	<0.02	17	<1	10	8	0.6	250	94	7.9	<2	27	<10	6600
Deep Bay	River Ganges	GR1	5/19/2023	1	8.2	<50	9.4	<0.05	<1	2	11	<1	80	<0.1	25	24	4.2	<1	463	3	<0.01	115	8.7	13000	0.043	0.2	<0.01	160	<1	<10	<1	4	7	1.2	0.97	<0.5	0.78	7.8	4.1	0.2	17	<1	<0.02	5.6	<1	9.7	12	1.1	250	130	5.1	<2	29.9	<10	2600
Deep Bay	River Ganges	GR1	6/14/2023	1	6.5	<50	1.3	0.07	<1	2	16	<1	<50	<0.1	16	14	6.6	<1	273	3	<0.01	88	7	38000	0.152	0.2	<0.01	320	<1	<10	<1	3	2	1.5	0.35	<0.5	0.16	7.4	7.7	0.1	16	<1	<0.02	32	<1	1.9	8	0.41	210	56	19.4	<2	27.7	<10	6300
Deep Bay	River Ganges	GR1	7/19/2023	1	2.9	60	1.1	<0.05	<1	2	13	<1	60	<0.1	20	12	0.9	<1	307	5	<0.01	85	6.7	34000	0.125	0.2	<0.01	170	<1	20	<1	5	3	1.2	0.15	<0.5	0.39	7.7	0.7	0.1	13	<1	<0.02	18	<1	1.8	10	0.5	240	130	17.1	2	27.9	<10	16000
Deep Bay	River Ganges	GR1	8/14/2023	1	12	<50	0.52	<0.05	<1	2	9	<1	<50	<0.1	34	<10	3.8	<1	157	6	<0.01	74	5.7	600000	1.966	<0.2	<0.01	210	<1	20	<1	2	2	1.4	0.074	<0.5	0.43	7.1	5.8	0.1	9	<1	<0.02	140	<1	1.9	10	0.8	290	120	81.3	<2	28.6	10	110000
Deep Bay	River Ganges	GR1	9/28/2023	1	3.5	<50	0.91	<0.05	<1	2	10	<1	<50	<0.1	19	15	15	<1	242	5	<0.01	120	9	14000	0.189	<0.2	<0.01	190	<1	<10	<1	3	5	1.3	0.6	<0.5	0.25	7.6	7.8	0.1	14	<1	<0.02	12	<1	1.9	5	0.47	180	51	6.4	<2	30.6	<10	2800
Deep Bay	River Ganges	GR1	10/13/2023	1	7.1	<50	0.7	0.06	<1	1	12	<1	<50	<0.1	14	12	0.6	<1	227	3	<0.01	98	7.9	18000	0.128	<0.2	<0.01	170	<1	50	<1	2	4	1	0.14	<0.5	0.18	7.4	0.5	0.1	16	<1	<0.02	19	<1	1.1	4	0.32	210	62	9.2	<2	25.9	<10	9000
Deep Bay	River Ganges	GR1	11/9/2023	1	2.8	<50	3	<0.05	<1	1	10	<1	<50	<0.1	11	24	3.6	<1	237	1	<0.01	100	8.3	11000	0.04	<0.2	<0.01	120	<1	<10	<1	<2	2	1.7	0.24	<0.5	0.22	7.4	3	0.1	17	<1	<0.02	21	<1	3.4	4	0.36	220	58	15	<2	24.8	<10	2000
Deep Bay	River Ganges	GR1	12/8/2023	1	3.2	<50	3.2	<0.05	<1	1	9	<1	<50	<0.1	16	33	2.6	<1	244	1	<0.01	102	9	14000	0.036	0.2	<0.01	70	<1	<10	<1	<2	2	2.2	0.37	<0.5	0.26	7.4	2.6	0.1	14	<1	<0.02	3.4	<1	3.5	4	0.42	160	68	4.6	<2	21.6	<10	2800
Deep Bay	River Ganges	GR2	1/16/2023	1	3.6	<50	9.5	<0.05	<1	<1	16	<1	<50	<0.1	12	24	1.5	<1	272	<1	<0.01	57	5.8	12000	0.106	0.2	<0.01	290	<1	60	<1	<2	2	0.49	0.091	<0.5	0.087	7	<0.2	0.2	14	<1	<0.02	6.3	<1	10	6	0.53	810	100	5.3	<2	14.7	<10	1100
Deep Bay	River Ganges	GR2	2/17/2023	1	3.4	<50	17	<0.05	<1	1	18	<1	60	<0.1	16	97	<0.2	<1	541	<1	<0.01	53	4.8	4200	0.132	0.3	<0.01	300	<1	120	<1	<2	2	0.21	0.064	<0.5	0.099	7.1	1.7	0.3	13	<1	<0.02	10	<1	18	8	0.9	360	74	7.1	<2	20.1	<10	1100
Deep Bay	River Ganges	GR2	3/17/2023	1	13	<50	32	0.17	<1	2	19	<1	70	<0.1	39	38	4.8	<1	572	<1	<0.01	36	3.2	79000	0.01	0.3	<0.01	490	<1	160	<1	<2	4	0.012	0.01	<0.5	0.64	7.4	4.4	0.3	13	<1	<0.02	41	<1	35	10	1.5	360	190	11.1	<2	22.1	<10	61000
Deep Bay	River Ganges	GR2	4/15/2023	1	3.1	<50	6.5	0.07	<1	2	15	<1	<50	<0.1	17	51	1.8	<1	405	<1	<0.01	37	3.1	460	0.101	0.2	<0.01	360	<1	210	<1	<2	2	0.22	0.066	<0.5	0.22	7.1	1.6	0.2	16	<1	<0.02	26	<1	7.1	7	0.72	270	100	8.7	<2	25.5	<10	270
Deep Bay	River Ganges	GR2	5/19/2023	1	4.1	<50	3	<0.05	<1	2	15	<1	<50	<0.1	20	17	1.3	<1	344	1	<0.01	48	3.8	9300	0.029	0.2	<0.01	210	<1	100	<1	2	3	0.7	0.22	<0.5	0.11	7.2	1.7	0.2	16	<1	<0.02	23	<1	3.2	9	0.45	290	110	7.8	<2	27.9	<10	2800
Deep Bay	River Ganges	GR2	6/14/2023	1	9.8	<50	5.9	0.07	1	3	19	<1	50	<0.1	27	20	3.7	<1	357	4	<0.01	48	3.8	95000	0.184	0.2	<0.01	360	<1	30	<1	3	3	1.6	0.59	<0.5	0.36	7.3	1.9	0.2	17	<1	<0.02	20	<1	7.1	13	0.62	230	65	13.2	<2	27.4	20	45000
Deep Bay	River Ganges	GR2	7/19/2023	1	2.3	<50	1.7	<0.05	<1	2	18	<1	60	<0.1	18	15	2	<1	317	3	<0.01	67	5.3	39000	0.479	0.2	<0.01	230	<1	40	<1	4	3	1.2	0.14	<0.5	0.34	7.1	<0.2	0.1	16	<1	<0.02	12	<1	2.9	9	0.47	340	220	11.8	<2	27.6	20	5300
Deep Bay	River Ganges	GR2	8/14/2023	1	6.1	70	0.18	0.05	<1	2	11	<1	<50	<0.1	29	<10	4.3	<1	171	6	<0.01	69	5.4	220000	0.612	<0.2	<0.01	310	<1	30	<1	3	2	1.4	0.046	<0.5	0.33	7	0.5	0.1	11	<1	<0.02	78	<1	1.4	12	0.53	260	120	68.8	<2	28.4	20	30000
