"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Victoria Harbour","Kai Tak River","KN4","2022-08-17","1","4.4","<50","0.51","<0.05","<1","1","18","<1","1100","<0.1","19","4500","2.1","1","15575","2","<0.01","92","6.5","17000","null","0.5","<0.01","<50","<1","120","<1","4","5","5.2","0.74","<0.5","0.53","7.3","2.6","8.1","8.7","<1","<0.02","4.9","<1","1.2","6","1.1","9700","2000","2.4","<2","30.7","20","11000"
"Victoria Harbour","Kai Tak River","KN4","2022-09-21","1","3.5","<50","0.78","0.08","<1","1","18","<1","1300","<0.1","24","7200","2.8","2","18251","3","<0.01","94","6.6","10000","null","0.6","<0.01","60","<1","100","<1","4","5","4.8","1.1","<0.5","0.67","7.2","2.5","9.5","9.6","<1","<0.02","4.1","<1","1.7","6","0.79","14000","2500","2.2","<2","31.2","20","3400"
"Victoria Harbour","Kai Tak River","KN4","2022-10-17","1","7.7","<50","2.2","0.05","<1","1","20","<1","1700","<0.1","34","3800","2.4","1","18020","5","<0.01","89","6.5","22000","null","0.7","<0.01","60","<1","110","<1","4","6","4.8","1.1","<0.5","0.81","7.3","3.5","9.9","10","<1","0.02","5.6","<1","3.3","7","1.1","13000","2200","3","<2","28.5","10","10000"
"Victoria Harbour","Kai Tak River","KN4","2022-11-21","1","5.4","<50","1.6","0.09","<1","1","17","<1","1000","<0.1","33","10000","2.2","<1","17593","2","<0.01","89","6.7","6000","null","0.6","<0.01","<50","<1","100","<1","4","5","3.2","1.4","<0.5","0.7","7.2","2.3","9.8","10","<1","0.05","7.6","<1","2.6","8","1","21000","3200","2.7","<2","27.5","20","2500"
"Victoria Harbour","Kai Tak River","KN4","2022-12-16","1","9.3","<50","3.8","0.06","<1","1","16","<1","920","<0.1","35","6500","0.6","<1","14307","2","<0.01","91","7.5","5800","null","0.6","<0.01","<50","<1","100","<1","4","5","3.9","0.63","<0.5","1.3","7.3","<0.2","8.8","3.6","<1","<0.02","8.6","<1","4.7","7","1.5","15000","3700","3.8","<2","22.4","10","2600"
"Victoria Harbour","Kai Tak River","KN5","2022-01-20","1","6.8","<50","1.5","0.06","<1","1","13","<1","890","<0.1","19","3900","1.8","1","12814","2","<0.01","98","8","4000","10.634","0.5","<0.01","<50","<1","86","<1","4","6","3.4","1.1","<0.5","0.68","7.3","2.5","7.6","4.5","<1","<0.02","11","<1","3.4","9","0.97","10000","1900","3.8","<2","23.4","22","2600"
"Victoria Harbour","Kai Tak River","KN5","2022-02-23","1","4.4","<50","1.4","<0.05","<1","<1","14","<1","788","<0.1","20","3600","0.6","1","10413","2","<0.01","98","8.7","81000","10.322","0.5","<0.01","51","<1","99","<1","4","6","3.8","1.7","<0.5","0.58","7.3","0.6","6.7","4.6","<1","<0.02","2","<1","2.7","6","0.84","8400","1700","2.5","<2","19","16","62000"
"Victoria Harbour","Kai Tak River","KN5","2022-04-22","1","5","<50","0.82","0.07","<1","4","16","<1","1029","<0.1","41","3800","2.5","<1","14092","3","<0.01","94","7.2","9900","11.127","0.6","<0.01","<50","<1","137","<1","4","7","4.1","1.6","<0.5","0.74","7.2","3","7.9","6.4","<1","<0.02","7.7","<1","3.1","9","0.91","11000","2200","2.6","<2","26.6","15","5000"
"Victoria Harbour","Kai Tak River","KN5","2022-05-25","1","5.4","<50","1.1","0.1","<1","4","19","<1","883","<0.1","39","4200","1.9","<1","13933","2","<0.01","94","7.1","26000","9.112","0.5","<0.01","<50","<1","146","<1","4","7","4","1.8","<0.5","0.23","7.2","2.1","7.6","8.7","<1","<0.02","6.5","<1","2.5","7","0.57","10000","2200","1.8","<2","27.8","17","10000"
"Victoria Harbour","Kai Tak River","KN5","2022-06-22","1","7.6","<50","4.5","0.09","<1","1","17","<1","1203","<0.1","33","4300","2.9","2","14611","2","<0.01","93","6.8","41000","9.942","0.6","<0.01","70","<1","148","<1","3","5","3.4","0.92","<0.5","2.1","7.3","1.6","7.6","8","<1","<0.02","7.6","<1","5.7","11","2.3","11000","2000","3.2","<2","30","14","14000"
"Victoria Harbour","Kai Tak River","KN5","2022-07-20","1","3.8","<50","0.63","0.07","<1","4","19","<1","1300","<0.1","29","5100","3.1","1","17775","3","<0.01","100","7","30000","11.9","0.6","<0.01","<50","<1","120","<1","4","5","4.7","0.91","<0.5","0.44","7.3","3.2","9.1","7.9","<1","<0.02","8","<1","1.8","7","0.73","12000","2200","2.8","<2","31.8","20","11000"
"Victoria Harbour","Kai Tak River","KN5","2022-08-17","1","5.5","<50","0.37","0.07","<1","1","19","<1","990","<0.1","33","4000","1.1","1","12733","3","<0.01","90","6.5","460000","12.75","0.5","<0.01","<50","<1","110","<1","3","5","5.3","0.72","<0.5","0.42","7.2","1.7","6.5","9.5","<1","<0.02","5.3","<1","1.3","6","0.65","10000","1900","5.1","<2","30.4","20","53000"
"Victoria Harbour","Kai Tak River","KN5","2022-09-21","1","3.3","<50","0.56","0.08","<1","1","18","<1","1200","<0.1","20","6900","3","2","17725","3","<0.01","101","7.1","4200","6.12","0.6","<0.01","60","<1","70","<1","4","5","4.7","1.1","<0.5","0.72","7.2","2.2","9.1","9.7","<1","<0.02","4.4","<1","1.7","7","0.82","14000","2300","1.7","<2","31.4","20","2000"
"Victoria Harbour","Kai Tak River","KN5","2022-10-17","1","8.3","<50","1.3","0.09","<1","1","19","<1","1600","<0.1","27","5100","2.4","1","17300","6","<0.01","94","6.9","8600","11.73","0.7","<0.01","<50","<1","80","<1","4","6","4.9","1","<0.5","0.66","7.2","2.3","9.4","10","<1","<0.02","7.4","<1","2.7","8","0.97","12000","2000","2.2","<2","28.8","20","2900"
"Victoria Harbour","Kai Tak River","KN5","2022-11-21","1","4.9","<50","1.1","<0.05","<1","1","17","<1","970","<0.1","33","9900","2.3","<1","17113","2","<0.01","95","7.1","6500","8.354","0.6","<0.01","<50","<1","90","<1","4","5","3.4","1.4","<0.5","0.67","7.2","2.3","9.5","10","<1","<0.02","6","<1","2.2","8","1","19000","2500","2.9","<2","27.6","10","4500"
"Victoria Harbour","Kai Tak River","KN5","2022-12-16","1","11","<50","3","<0.05","<1","1","17","<1","910","<0.1","39","6100","0.4","<1","14311","2","<0.01","91","7.4","4600","9.316","0.6","<0.01","<50","<1","90","<1","4","5","4.6","1.1","<0.5","1.1","7.1","<0.2","8.7","6","<1","<0.02","9.6","<1","4","9","1.3","13000","2000","3.7","<2","23","10","1900"
"Victoria Harbour","Kai Tak River","KN7","2022-01-20","1","6.8","<50","1.5","0.06","<1","1","13","<1","900","<0.1","17","4100","1.3","1","12755","2","<0.01","98","7.9","6600","1.47","0.5","<0.01","<50","<1","90","<1","4","6","3.5","1.2","<0.5","0.68","7.1","2.1","7.6","4.8","<1","<0.02","9.8","<1","3.6","8","0.93","9700","1900","3.3","<2","23.4","22","6500"
"Victoria Harbour","Kai Tak River","KN7","2022-02-23","1","4.4","<50","1.4","0.06","<1","<1","13","<1","795","<0.1","24","3700","0.8","1","10404","2","<0.01","98","8.8","5000","2.67","0.5","<0.01","59","<1","100","<1","4","6","4.2","1.4","<0.5","0.58","7.2","0.5","6.8","4.3","<1","<0.02","3.3","<1","2.3","7","0.9","8500","1700","1.7","<2","18.9","20","1500"
"Victoria Harbour","Kai Tak River","KN7","2022-04-22","1","4.9","<50","0.74","0.08","<1","4","16","<1","1025","<0.1","39","3900","1.7","<1","14042","3","<0.01","97","7.4","3100","2.014","0.6","<0.01","57","<1","113","<1","4","6","4.1","1.7","<0.5","0.8","7.2","1.7","7.8","6.3","<1","<0.02","6.4","<1","3","7","0.95","10000","2100","2.6","<2","26.9","13","1100"
"Victoria Harbour","Kai Tak River","KN7","2022-05-25","1","6","<50","1","0.07","<1","4","19","<1","922","<0.1","43","4400","0.6","<1","13933","2","<0.01","96","7.2","10000","1.65","0.6","<0.01","<50","<1","151","<1","4","7","4","1.8","<0.5","0.24","7.1","1.1","7.6","8.3","<1","<0.02","6.1","<1","2.5","8","0.46","11000","2400","1.3","<2","27.8","38","5100"
"Victoria Harbour","Kai Tak River","KN7","2022-06-22","1","9.2","<50","4.7","0.08","<1","1","17","<1","1247","<0.1","33","4400","2.9","2","15353","2","<0.01","96","6.9","6300","1.378","0.6","<0.01","67","<1","128","<1","3","5","3.3","0.88","<0.5","2.2","7.3","1.2","8","7.3","<1","<0.02","6.5","<1","6.1","10","2.3","9900","1900","2.9","<2","30.1","11","2800"
"Victoria Harbour","Kai Tak River","KN7","2022-07-20","1","4.1","<50","0.61","0.09","<1","3","19","<1","1300","<0.1","27","5100","3.3","1","17495","2","<0.01","97","6.8","3900","2.728","0.6","<0.01","<50","<1","120","<1","4","5","4.8","0.91","<0.5","0.45","7.2","2.4","9","8","<1","<0.02","12","<1","1.9","6","0.69","12000","2300","2.5","<2","31.8","20","1600"
"Victoria Harbour","Kai Tak River","KN7","2022-08-17","1","4.1","<50","0.38","<0.05","<1","1","20","<1","1000","<0.1","35","4000","0.9","1","13856","4","<0.01","96","6.9","55000","2.173","0.5","<0.01","<50","<1","100","<1","3","5","5.2","0.7","<0.5","0.43","7.2","1.2","7.1","8.9","<1","<0.02","2.4","<1","1.2","6","0.7","9600","1800","1.4","<2","31","40","9000"
"Victoria Harbour","Kai Tak River","KN7","2022-09-21","1","4.2","<50","0.6","0.06","<1","1","18","<1","1200","<0.1","38","6300","1.4","1","17510","3","<0.01","95","6.7","5600","1.96","0.6","<0.01","60","<1","80","<1","3","5","4.6","1.3","<0.5","0.72","7.1","1.8","9","10","<1","<0.02","4.1","<1","1.6","7","0.8","13000","2300","2.2","<2","31.3","20","3600"
"Victoria Harbour","Kai Tak River","KN7","2022-10-17","1","6","<50","1.2","<0.05","<1","<1","20","<1","1500","<0.1","32","6300","1.7","1","17226","5","<0.01","96","7","34000","1.96","0.6","<0.01","<50","<1","90","<1","4","5","4.7","1.1","<0.5","0.6","7.2","2","9.4","11","<1","<0.02","5.3","<1","2.2","8","0.86","14000","2200","3.1","<2","28.7","20","8500"
"Victoria Harbour","Kai Tak River","KN7","2022-11-21","1","7","<50","1.2","0.06","<1","1","17","<1","970","<0.1","33","9600","1.1","<1","17004","2","<0.01","95","7.1","6300","1.375","0.5","<0.01","<50","<1","90","<1","4","5","3.2","1.4","<0.5","0.64","7.1","1.3","9.5","10","<1","<0.02","4.8","<1","2.1","7","0.98","19000","2700","2.2","<2","27.6","10","2800"
"Victoria Harbour","Kai Tak River","KN7","2022-12-16","1","12","<50","2.9","<0.05","<1","1","18","<1","870","<0.1","43","5700","1.5","<1","14257","2","<0.01","97","8","3000","1.953","0.6","<0.01","<50","<1","90","<1","4","5","4.4","0.61","<0.5","1.1","7.2","1.1","8.7","3.2","<1","<0.02","11","<1","3.7","7","1.3","11000","1900","3.5","<2","22.8","80","1500"
"Deep Bay","Kam Tin River","KT1","2022-01-14","1","12","<50","8.4","0.24","<1","<1","19","<1","67","<0.1","24","34","5.4","<1","330","2","<0.01","40","3.7","120000","0.36","0.5","<0.01","181","<1","189","<1","2","2","0.67","0.16","<0.5","1","7.4","3.2","0.2","11","<1","0.03","1.5","<1","9.2","7","1.3","280","220","13.5","<2","18.2","14","28000"
"Deep Bay","Kam Tin River","KT1","2022-02-09","1","10","<50","10","0.06","<1","<1","19","<1","70","<0.1","15","25","4.1","<1","342","2","<0.01","39","3.7","130000","0.462","0.5","<0.01","119","<1","98","<1","2","2","0.46","0.11","0.6","0.59","7.5","2.2","0.2","5.4","<1","0.04","27","<1","12","7","1.6","910","430","7.1","<2","17.8","11","27000"
"Deep Bay","Kam Tin River","KT1","2022-03-24","1","10","<50","3.6","0.12","<1","1","23","<1","<50","<0.1","34","17","5.5","<1","287","2","<0.01","66","6","57000","0.907","0.3","<0.01","201","<1","177","<1","3","2","0.9","0.18","<0.5","0.38","7.3","3.6","0.2","13","<1","<0.02","20","<1","5.1","7","0.94","230","66","13.7","<2","20.4","16","32000"
"Deep Bay","Kam Tin River","KT1","2022-04-28","1","7.5","<50","5.7","0.05","<1","1","21","<1","<50","<0.1","65","20","12","<1","372","2","<0.01","51","3.9","52000","0.244","0.5","<0.01","266","<1","154","<1","3","2","0.45","0.096","<0.5","1","7.3","6.4","0.2","55","<1","<0.02","1.8","<1","7.7","11","1.3","220","110","4.6","<2","29.7","12","5000"
"Deep Bay","Kam Tin River","KT1","2022-05-11","1","12","<50","2.6","0.09","<1","1","12","<1","<50","<0.1","20","<10","12","<1","183","7","<0.01","70","5.7","310000","2.61","0.2","<0.01","129","<1","31","<1","2","1","0.84","0.13","<0.5","0.53","7.4","15","0.1","6.7","<1","0.02","6.1","<1","4.3","7","0.71","210","95","30.2","<2","25.9","25","140000"
"Deep Bay","Kam Tin River","KT1","2022-06-17","1","5.2","<50","1.2","0.13","<1","1","16","<1","<50","<0.1","15","11","1.3","<1","268","2","<0.01","90","6.9","100000","0.554","0.4","<0.01","188","<1","<10","<1","4","<1","1.1","0.27","<0.5","0.34","7.9","1.4","0.1","17","<1","<0.02","18","<1","2.1","4","0.4","310","110","12.5","<2","28.9","<10","30000"
"Deep Bay","Kam Tin River","KT1","2022-07-22","1","5.4","<50","3.9","<0.05","<1","1","14","<1","<50","<0.1","20","13","8.9","<1","292","2","<0.01","97","7","240000","0.416","0.5","<0.01","140","<1","<10","<1","3","<1","2.1","0.52","<0.5","0.94","7.5","10","0.1","16","<1","<0.02","8.4","<1","5.5","6","1.3","190","68","6.6","<2","32.1","<10","36000"
"Deep Bay","Kam Tin River","KT1","2022-08-12","1","14","<50","0.67","<0.05","<1","<1","10","<1","<50","<0.1","30","<10","4","<1","104","4","<0.01","86","7","260000","17.587","<0.2","<0.01","80","<1","20","<1","<2","<1","0.55","0.046","<0.5","0.26","7.1","7","0.1","6.7","<1","<0.02","9.1","<1","1.8","11","0.68","150","56","31.3","<2","25.9","10","110000"
"Deep Bay","Kam Tin River","KT1","2022-09-01","1","10","<50","5.2","<0.05","<1","2","16","<1","<50","<0.1","20","15","4.4","<1","334","1","<0.01","42","3.1","470000","null","0.3","<0.01","<50","<1","70","<1","3","2","0.41","0.45","<0.5","1.2","7.2","2.1","0.1","19","<1","<0.02","4.7","<1","6.3","10","1.4","220","94","10.4","<2","30.9","<10","340000"
"Deep Bay","Kam Tin River","KT1","2022-10-19","1","6.6","<50","3.7","0.09","<1","1","19","<1","<50","<0.1","16","16","3.3","<1","393","1","<0.01","74","6.2","140000","0.454","0.4","<0.01","200","<1","80","<1","3","1","1.5","0.45","<0.5","0.85","7.5","3.8","0.2","16","<1","<0.02","17","<1","4.2","5","1.1","260","46","7.9","<2","24.6","<10","25000"
"Deep Bay","Kam Tin River","KT1","2022-11-23","1","8.4","<50","4.3","0.09","<1","<1","20","<1","<50","<0.1","12","16","7.8","<1","302","2","<0.01","54","4.5","150000","0.42","0.5","<0.01","170","<1","60","<1","2","1","3.3","0.47","<0.5","0.69","7.4","5.8","0.1","16","<1","<0.02","7.8","<1","5.4","5","0.98","150","94","4.7","<2","25.1","10","30000"
