Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
Tolo Harbour And Channel	Lam Tsuen River	TR12I	9/18/2020	1	0.9	127	0.068	<0.05	<1	<1	18	<1	<50	<0.1	7	70	<0.2	<1	320	1	<0.01	92	7.4	34000	null	<0.2	<0.01	114	<1	<10	<1	<2	<1	0.56	0.012	<0.5	0.054	7.8	1.7	0.2	14	<1	<0.02	4.8	<1	0.31	3	0.1	230	85	6.2	<2	26.8	<10	10000
Tolo Harbour And Channel	Lam Tsuen River	TR12I	10/16/2020	1	0.6	<50	0.25	<0.05	<1	<1	26	<1	533	<0.1	5	2800	1.2	1	8750	1	<0.01	76	6	87000	null	0.4	<0.01	<50	<1	16	<1	2	2	0.73	0.028	<0.5	0.051	7.6	0.9	4.8	17	<1	<0.02	1.8	<1	0.44	1	0.11	4900	380	1.7	<2	26.2	<10	29000
Tolo Harbour And Channel	Lam Tsuen River	TR12I	11/18/2020	1	1.6	<50	0.61	0.06	<1	1	27	<1	1272	<0.1	7	5500	0.6	1	16458	3	<0.01	68	5.4	220000	null	0.5	<0.01	90	<1	85	<1	4	4	0.63	0.049	<0.5	0.078	7.4	1.9	9.7	13	<1	<0.02	3	<1	0.95	3	0.16	13000	2600	1.7	<2	24.8	11	36000
Tolo Harbour And Channel	Lam Tsuen River	TR12I	12/10/2020	1	1.7	<50	0.67	<0.05	<1	1	30	<1	2718	<0.1	8	11000	0.9	1	28099	5	<0.01	70	5.5	77000	null	0.7	<0.01	50	<1	91	<1	8	8	0.4	0.029	<0.5	0.072	7.5	0.8	18.2	5.7	<1	<0.02	2.5	<1	1	3	0.14	27000	5400	2.4	<2	22.6	13	25000
Tolo Harbour And Channel	Tai Po River	TR13	1/17/2020	1	1.3	<50	0.17	0.06	<1	<1	23	<1	<50	<0.1	4	43	0.5	<1	211	<1	<0.01	105	9.8	33000	0.217	<0.2	<0.01	<50	<1	<10	<1	<2	<1	1	0.052	<0.5	0.058	7.8	2.1	0.1	17	<1	<0.02	1.8	<1	0.55	1	0.09	170	60	0.9	<2	18.4	<10	23000
Tolo Harbour And Channel	Tai Po River	TR13	3/19/2020	1	2	<50	0.36	0.07	<1	<1	28	<1	<50	<0.1	5	47	0.4	<1	235	<1	<0.01	99	8.9	46000	0.146	0.2	<0.01	<50	<1	<10	<1	<2	<1	1.1	0.084	<0.5	0.098	7.6	2.7	0.1	17	<1	<0.02	3.2	<1	0.75	2	0.11	180	50	1.6	<2	20.8	<10	30000
Tolo Harbour And Channel	Tai Po River	TR13	4/16/2020	1	1	<50	0.16	<0.05	<1	<1	28	<1	51	<0.1	5	54	1.2	<1	285	1	<0.01	109	9.2	3500	0.09	<0.2	<0.01	<50	<1	<10	<1	<2	<1	1.1	0.095	<0.5	0.097	8	1.8	0.1	16	<1	<0.02	2.8	<1	0.48	2	0.12	220	52	0.9	<2	24.1	<10	1700
Tolo Harbour And Channel	Tai Po River	TR13	5/15/2020	1	1.5	<50	0.16	<0.05	<1	<1	32	<1	<50	<0.1	4	37	0.2	<1	457	1	<0.01	99	7.7	37000	0.104	0.2	<0.01	57	<1	<10	<1	<2	<1	1	0.091	<0.5	0.12	7.6	2	0.2	17	<1	<0.02	3.6	<1	0.29	2	0.13	180	60	2.2	<2	27.8	<10	11000
Tolo Harbour And Channel	Tai Po River	TR13	6/24/2020	1	1.8	61	0.18	<0.05	<1	<1	20	<1	<50	<0.1	4	19	1.8	<1	156	<1	<0.01	102	7.8	100000	0.477	<0.2	<0.01	56	<1	<10	<1	<2	<1	0.5	0.044	<0.5	0.04	7.9	1.2	0.1	17	<1	<0.02	1.8	<1	0.26	2	0.09	100	42	1.5	<2	29.2	16	28000
Tolo Harbour And Channel	Tai Po River	TR13	7/22/2020	1	2.1	<50	0.13	<0.05	<1	<1	25	<1	<50	<0.1	6	18	1.6	<1	172	<1	<0.01	104	8.2	36000	0.17	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.63	0.046	<0.5	0.044	7.3	1.9	0.1	18	<1	<0.02	2.4	<1	0.28	2	0.1	130	77	1.9	<2	27.8	<10	14000
Tolo Harbour And Channel	Tai Po River	TR13	8/26/2020	1	1.3	<50	0.18	<0.05	<1	<1	23	<1	<50	<0.1	6	23	0.5	<1	156	<1	<0.01	104	7.9	57000	0.539	<0.2	<0.01	68	<1	<10	<1	<2	<1	0.76	0.052	<0.5	0.062	8.4	1.1	0.1	15	<1	<0.02	1	<1	0.39	2	0.1	130	43	1.2	<2	29.8	<10	26000
Tolo Harbour And Channel	Tai Po River	TR13	9/17/2020	1	1.2	64	0.091	<0.05	<1	<1	23	<1	<50	<0.1	8	<10	0.8	<1	103	<1	<0.01	100	8	55000	0.878	<0.2	<0.01	87	<1	<10	<1	<2	<1	0.6	0.02	<0.5	0.049	7.8	0.7	0.1	14	<1	<0.02	7.3	<1	0.28	2	0.09	110	40	11	<2	26.8	<10	19000
Tolo Harbour And Channel	Tai Po River	TR13	10/5/2020	1	1.2	173	0.1	<0.05	<1	<1	22	<1	<50	<0.1	7	<10	0.8	<1	110	<1	<0.01	102	8.3	64000	0.748	<0.2	<0.01	104	<1	<10	<1	<2	<1	0.72	0.028	<0.5	0.04	7.8	0.7	0.1	14	<1	<0.02	6.8	<1	0.26	2	0.07	100	46	7.2	<2	26.2	<10	29000
Tolo Harbour And Channel	Tai Po River	TR13	11/11/2020	1	1.2	<50	0.085	<0.05	<1	<1	14	<1	<50	<0.1	3	11	0.5	<1	122	<1	<0.01	102	8.8	11000	0.236	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.56	0.015	<0.5	0.046	7.6	1.2	0.1	19	<1	<0.02	1.1	<1	0.39	1	0.08	140	58	1.5	<2	22.5	<10	4200
Tolo Harbour And Channel	Tai Po River	TR13	12/10/2020	1	1.4	<50	0.17	<0.05	<1	<1	21	<1	<50	<0.1	8	16	1	<1	275	<1	<0.01	103	9.2	35000	0.188	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.73	0.035	<0.5	0.065	8.8	0.9	0.1	16	<1	<0.02	0.9	<1	0.52	2	0.1	110	32	1.3	<2	20.8	<10	26000
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	1/17/2020	1	0.6	<50	0.07	<0.05	<1	<1	26	<1	160	<0.1	3	1100	<0.2	<1	2040	1	<0.01	98	9.2	3300	0.124	<0.2	<0.01	51	<1	68	<1	<2	<1	0.13	0.014	<0.5	<0.002	7	0.6	1.2	19	<1	<0.02	<0.5	<1	0.24	<1	<0.02	2200	380	1.7	<2	18.2	<10	2200
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	3/19/2020	1	0.4	122	0.096	0.06	<1	<1	30	<1	85	<0.1	8	460	<0.2	<1	1431	<1	<0.01	98	8.9	510	0.108	<0.2	<0.01	97	<1	78	<1	<2	<1	0.22	<0.002	<0.5	0.014	6.9	2	0.8	19	<1	<0.02	1.5	<1	0.25	2	<0.02	1100	310	1.3	<2	20.1	15	180
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	5/15/2020	1	0.4	<50	0.27	<0.05	<1	<1	34	<1	2323	0.2	4	8400	<0.2	1	27229	3	<0.01	71	5.2	3100	0.065	0.5	<0.01	149	<1	141	<1	6	6	0.19	0.012	<0.5	0.022	7.2	0.7	16	11	<1	<0.02	9.4	<1	0.24	2	0.06	21000	5600	1.4	<2	26.8	10	900
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	6/24/2020	1	0.5	94	0.057	<0.05	<1	<1	42	<1	1150	0.2	4	3900	0.8	1	21407	1	<0.01	91	6.6	2200	0.378	0.2	<0.01	74	<1	42	<1	4	2	0.18	0.002	<0.5	0.019	7.8	0.2	11.9	16	<1	<0.02	2.4	<1	0.12	1	0.05	12000	2300	1.2	<2	28.5	25	1100
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	9/17/2020	1	4.1	<50	0.042	<0.05	<1	<1	27	<1	155	<0.1	4	610	0.4	<1	2820	<1	<0.01	97	7.8	27000	0.514	<0.2	<0.01	<50	<1	<10	<1	<2	<1	0.47	<0.002	<0.5	0.019	7.4	1.3	1.4	14	<1	<0.02	19	<1	0.27	2	0.09	1700	350	19.2	<2	26.6	<10	1500
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	10/5/2020	1	0.6	141	0.084	<0.05	<1	<1	23	<1	421	<0.1	9	2000	0.9	<1	4889	1	<0.01	100	7.9	15000	0.277	0.2	<0.01	98	<1	32	<1	<2	1	0.52	0.003	<0.5	0.017	7.3	1.6	2.5	12	<1	<0.02	11	<1	0.23	3	0.05	3700	570	11.8	<2	26.5	<10	6500
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	11/11/2020	1	0.3	<50	0.069	<0.05	<1	<1	19	<1	336	<0.1	6	1300	0.3	<1	3693	<1	<0.01	100	8.8	1200	0.043	<0.2	<0.01	69	<1	59	<1	<2	<1	0.19	0.003	<0.5	0.013	7	0.2	2.1	20	<1	<0.02	0.9	<1	0.34	<1	0.04	3400	750	1.1	<2	21.1	<10	580
Tolo Harbour And Channel	Fo Tan Nullah	TR17	1/3/2020	1	1.4	194	0.047	0.17	<1	<1	14	<1	95	<0.1	9	670	2.2	<1	2382	2	<0.01	122	9.9	1400	0.045	0.6	<0.01	<50	<1	11	<1	2	<1	0.46	0.019	<0.5	0.011	9.3	4	1.2	11	<1	<0.02	3.5	<1	0.37	3	0.03	3100	610	2.1	<2	25.6	15	200
Tolo Harbour And Channel	Fo Tan Nullah	TR17	5/25/2020	1	3.3	132	0.11	0.06	<1	<1	20	<1	58	<0.1	12	210	0.7	<1	739	6	<0.01	100	8.1	85000	null	0.2	<0.01	100	<1	209	<1	<2	<1	0.52	0.029	<0.5	0.017	7.8	1.8	0.4	5.6	<1	<0.02	6.4	<1	0.62	5	0.05	560	100	14.5	<2	25.8	49	34000
Tolo Harbour And Channel	Fo Tan Nullah	TR17	6/5/2020	1	6.3	<50	0.51	<0.05	<1	<1	41	<1	212	<0.1	11	1000	1.4	<1	4040	4	<0.01	134	9.7	31000	0.02	1	<0.01	97	<1	272	<1	4	1	0.97	0.036	<0.5	0.004	9.2	1.5	1.8	13	<1	<0.02	5.9	<1	1.3	3	0.03	2600	570	2	<2	32.2	<10	13000
Tolo Harbour And Channel	Fo Tan Nullah	TR17	7/8/2020	1	3.2	<50	0.092	0.06	<1	<1	17	<1	84	<0.1	7	240	1.6	<1	1050	2	<0.01	137	10.2	75000	0.015	0.6	<0.01	<50	<1	21	<1	2	<1	0.65	0.017	<0.5	0.011	10	1.4	0.5	17	<1	<0.02	3.4	<1	0.32	3	0.09	540	100	1.3	<2	30.7	<10	11000
Tolo Harbour And Channel	Fo Tan Nullah	TR17	9/25/2020	1	1.2	63	0.028	<0.05	<1	<1	8	<1	59	<0.1	<2	110	0.4	<1	515	1	<0.01	119	9.6	13000	0.045	0.3	<0.01	<50	<1	11	<1	<2	<1	0.56	0.003	<0.5	0.023	8.8	0.8	0.2	17	<1	<0.02	2.2	<1	0.06	<1	0.04	400	57	2.5	<2	26	<10	6500
Tolo Harbour And Channel	Fo Tan Nullah	TR17	10/9/2020	1	3	71	0.097	<0.05	<1	<1	11	<1	55	<0.1	4	180	0.6	<1	685	2	<0.01	105	8.1	2200	0.09	0.4	<0.01	<50	<1	<10	<1	<2	<1	0.38	0.005	<0.5	0.084	8.9	1.9	0.3	20	<1	<0.02	2.2	<1	0.67	2	0.15	510	97	2	<2	28.7	<10	130
Tolo Harbour And Channel	Fo Tan Nullah	TR17	11/5/2020	1	1.4	<50	0.031	<0.05	<1	<1	21	<1	212	<0.1	5	710	6.2	<1	2703	2	<0.01	127	9.9	12000	0.045	0.6	<0.01	<50	<1	14	<1	3	<1	0.51	0.009	<0.5	0.019	9.4	3.1	1.3	16	<1	<0.02	5.6	<1	0.37	2	0.08	1800	350	0.9	<2	27.4	<10	1600
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	1/3/2020	1	3.1	75	0.7	<0.05	<1	<1	44	<1	2503	<0.1	6	7500	2.4	<1	24327	5	<0.01	80	6.3	9000	null	0.8	<0.01	<50	<1	321	<1	14	7	0.33	0.041	<0.5	0.024	7.9	2.6	15.7	8.9	<1	<0.02	4.8	<1	0.89	3	0.05	21000	3800	4.4	<2	22.3	19	3800
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	5/25/2020	1	5.4	104	0.1	0.06	<1	1	19	<1	1446	<0.1	32	5800	1	2	12134	6	<0.01	82	6.4	120000	null	0.4	<0.01	108	<1	93	<1	7	4	0.54	0.035	<0.5	0.018	7.9	1.6	6.7	5.7	<1	<0.02	7.6	<1	0.58	6	0.07	11000	2100	6.3	2	26.5	26	22000
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	6/5/2020	1	1.5	100	0.26	<0.05	<1	2	26	<1	3241	<0.1	8	14000	0.4	3	39247	4	<0.01	84	5.6	760	null	0.9	<0.01	113	<1	125	<1	15	6	0.29	0.02	<0.5	0.025	8	0.6	22.3	5.2	<1	<0.02	13	<1	0.43	2	0.06	32000	6100	1.4	3	30.4	14	120
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	7/8/2020	1	2.4	<50	0.15	<0.05	<1	2	22	<1	3757	<0.1	13	16000	6	3	43137	5	<0.01	75	5	100000	null	0.8	<0.01	<50	<1	13	<1	12	9	0.18	0.01	<0.5	0.033	7.9	2.3	25.2	4.1	<1	<0.02	12	<1	0.55	3	0.07	37000	6700	2.4	3	29.5	11	5200
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	9/25/2020	1	0.7	<50	0.25	<0.05	<1	<1	29	<1	800	0.1	6	3400	1.5	1	10536	2	<0.01	87	6.6	22000	null	0.6	<0.01	81	<1	120	<1	4	3	0.55	0.012	<0.5	0.013	8.2	0.5	5.6	13	<1	<0.02	0.9	<1	0.29	1	0.05	7600	1400	2	<2	27.5	14	12000
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	10/9/2020	1	1.4	<50	0.19	<0.05	<1	<1	34	<1	1031	0.2	9	4400	3.7	2	12928	2	<0.01	93	7.2	13000	null	0.7	<0.01	<50	<1	128	<1	7	3	0.37	0.021	<0.5	0.02	7.8	1.6	7.2	12	<1	<0.02	1.9	<1	1.3	2	0.08	10000	2200	1	<2	26.2	11	1600
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	11/5/2020	1	1.8	<50	0.13	<0.05	<1	1	21	<1	2894	<0.1	12	12000	4.9	2	32733	5	<0.01	95	6.9	1300	null	0.8	<0.01	<50	<1	25	<1	10	8	0.25	0.013	<0.5	0.022	8	1.5	20.2	4.8	<1	<0.02	3.5	<1	0.58	3	0.08	37000	14000	1.2	<2	25.5	<10	640
Tolo Harbour And Channel	Tai Wai Nullah	TR19	1/3/2020	1	3.9	70	0.018	<0.05	<1	<1	19	<1	165	<0.1	6	390	0.5	<1	1426	2	<0.01	127	11	44000	0.12	0.6	<0.01	<50	<1	24	<1	4	4	0.47	0.008	<0.5	0.004	7.7	1.5	0.8	13	<1	<0.02	6.7	<1	0.31	3	0.02	950	180	1.9	<2	22.1	17	3100
Tolo Harbour And Channel	Tai Wai Nullah	TR19	5/25/2020	1	13	98	0.16	<0.05	<1	<1	9	<1	<50	<0.1	29	37	12	1	194	6	<0.01	96	7.7	280000	null	<0.2	<0.01	88	<1	<10	<1	<2	<1	0.54	0.026	<0.5	0.024	7.7	8.7	0.1	2.2	<1	<0.02	43	<1	1.2	7	0.12	210	66	18	<2	26.9	34	90000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	6/5/2020	1	4.9	63	0.065	0.15	<1	<1	29	<1	230	<0.1	14	770	1.1	<1	3199	7	<0.01	168	12.2	220000	0.12	0.5	<0.01	120	<1	82	<1	5	12	0.58	0.036	<0.5	0.009	8.9	2.3	1.4	16	<1	<0.02	3	<1	0.87	4	0.05	2000	390	4.4	<2	32	12	2700
Tolo Harbour And Channel	Tai Wai Nullah	TR19	7/8/2020	1	4.6	<50	0.07	0.05	<1	<1	30	<1	380	<0.1	12	1300	1.6	<1	4906	6	<0.01	134	10	230000	0.114	0.7	<0.01	<50	<1	77	<1	5	9	0.5	0.013	<0.5	0.008	7.6	1.5	2.4	17	<1	<0.02	4	<1	0.8	3	0.07	3100	490	3.5	<2	30.3	12	10000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	9/25/2020	1	1	140	0.03	0.05	<1	<1	26	<1	69	<0.1	3	160	0.7	<1	710	2	<0.01	112	8.8	19000	0.066	0.4	<0.01	64	<1	75	<1	3	6	0.55	0.015	<0.5	0.008	8.6	0.8	0.3	19	<1	<0.02	10	<1	0.08	1	0.04	430	82	12.1	<2	27.8	15	2100
Tolo Harbour And Channel	Tai Wai Nullah	TR19	10/9/2020	1	6.7	<50	0.19	0.06	<1	<1	24	<1	<50	<0.1	4	110	0.4	<1	467	2	<0.01	125	10.2	290000	0.27	0.4	<0.01	<50	<1	28	<1	4	4	0.4	0.01	<0.5	0.008	7.7	0.9	0.2	20	<1	<0.02	1.8	<1	1	2	0.09	320	72	4.9	<2	25.5	12	18000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	11/5/2020	1	2.1	72	0.026	<0.05	<1	<1	32	<1	219	<0.1	11	760	10	1	2818	3	<0.01	155	12.8	48000	0.144	0.5	<0.01	77	<1	74	<1	7	5	0.69	0.017	<0.5	0.008	8.7	3.4	1.5	19	<1	<0.02	1.4	<1	0.43	2	0.06	1900	330	2.3	<2	24.4	<10	4300
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	1/3/2020	1	0.4	85	0.03	<0.05	<1	<1	23	<1	69	<0.1	3	30	1.9	<1	214	<1	<0.01	106	9.5	430	0.012	1.1	<0.01	<50	<1	<10	<1	6	<1	0.71	0.006	<0.5	0.007	8.1	3.2	0.1	24	<1	0.55	2.4	<1	0.12	1	<0.02	170	44	1	<2	20.5	12	140
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	5/25/2020	1	1.4	101	0.057	<0.05	<1	<1	24	<1	50	<0.1	6	44	3.6	<1	496	2	<0.01	109	8.7	13000	0.018	0.9	<0.01	55	<1	<10	<1	7	<1	0.7	0.008	<0.5	0.006	8.5	3	0.2	19	<1	<0.02	4.7	<1	0.23	3	0.03	240	44	3.8	<2	27.1	15	2700
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	6/5/2020	1	1.5	115	0.091	<0.05	<1	<1	21	<1	53	<0.1	8	30	1.2	<1	278	2	<0.01	118	8.5	32000	0.018	0.8	<0.01	104	<1	<10	<1	5	<1	0.93	0.046	<0.5	0.004	9.1	0.9	0.1	19	<1	<0.02	3.5	<1	0.44	3	0.04	210	58	3.6	<2	32.5	<10	7100
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	7/8/2020	1	1.6	<50	0.14	<0.05	<1	<1	23	<1	57	<0.1	4	25	1.4	<1	280	1	<0.01	124	9.3	30000	0.023	0.8	<0.01	52	<1	<10	<1	7	<1	0.78	0.027	<0.5	0.03	8.3	1.3	0.1	25	<1	<0.02	2.2	<1	0.28	2	0.08	220	24	1.5	<2	30.7	<10	8000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	9/25/2020	1	1	71	0.06	<0.05	<1	<1	19	<1	<50	<0.1	4	15	0.7	<1	227	1	<0.01	114	8.8	13000	0.192	0.5	<0.01	59	<1	<10	<1	4	<1	0.6	0.01	<0.5	0.029	9.1	2.2	0.1	20	<1	<0.02	6.4	<1	0.25	2	0.08	160	40	6.6	<2	28.3	<10	7000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	10/9/2020	1	0.5	70	0.04	<0.05	<1	<1	27	<1	<50	<0.1	3	23	0.4	2	223	1	0.03	105	8.5	1900	0.054	0.6	<0.01	71	<1	<10	<1	9	<1	0.56	0.019	<0.5	0.022	7.7	1.6	0.1	20	<1	<0.02	0.9	<1	0.43	1	0.05	160	37	1.7	<2	25.9	10	440
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	11/5/2020	1	1.7	161	0.13	<0.05	<1	<1	27	<1	73	<0.1	5	26	1.4	5	281	1	0.01	103	8.8	42000	0.018	0.7	<0.01	<50	<1	<10	<1	14	<1	1.1	0.051	<0.5	0.032	9.6	1.3	0.1	24	<1	<0.02	1.2	<1	0.73	2	0.1	240	28	5.5	<2	23	<10	34000
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	1/3/2020	1	1.8	132	0.034	<0.05	<1	<1	30	<1	237	<0.1	6	780	0.7	<1	2739	3	<0.01	118	10.2	2600	0.03	0.6	<0.01	<50	<1	74	<1	4	7	0.54	0.01	<0.5	0.009	7.6	2.8	1.5	16	<1	<0.02	2.1	<1	0.24	1	<0.02	1800	300	1.6	<2	22.1	21	320
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	5/25/2020	1	5.8	178	0.09	<0.05	<1	<1	8	<1	<50	<0.1	17	50	3.3	<1	262	5	<0.01	97	7.8	200000	null	<0.2	<0.01	52	<1	<10	<1	<2	<1	0.4	0.02	<0.5	0.044	7.4	3.2	0.1	3.7	<1	<0.02	24	<1	0.72	8	0.1	190	51	13.4	<2	26.4	31	39000
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	6/5/2020	1	4.1	<50	0.035	0.5	<1	<1	20	<1	112	<0.1	15	350	12	<1	1435	6	<0.01	130	9.8	96000	0.036	0.4	<0.01	<50	<1	22	<1	4	9	0.82	0.022	<0.5	0.006	8.1	7.5	0.7	16	<1	<0.02	6.6	<1	0.76	3	0.05	850	170	1.8	<2	29.9	<10	14000
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	7/8/2020	1	2.8	58	0.045	0.06	<1	<1	32	<1	316	0.1	23	1200	2.9	<1	4208	23	<0.01	126	9.5	14000	0.036	0.6	<0.01	144	8	109	<1	4	11	0.64	0.015	<0.5	0.016	7.6	1.1	2	17	<1	<0.02	11	<1	2.5	5	0.07	2800	470	6.3	<2	29.6	73	900
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	9/25/2020	1	1.2	128	0.036	0.07	<1	<1	24	<1	94	0.1	3	310	0.3	<1	1192	1	<0.01	105	8.3	50000	0.144	0.4	<0.01	55	<1	89	<1	2	4	0.53	0.01	<0.5	0.011	8.8	1	0.6	19	<1	<0.02	8.1	<1	0.26	1	0.05	810	160	14.3	<2	27.5	13	2700
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	10/9/2020	1	0.9	55	0.018	0.07	<1	<1	20	<1	<50	<0.1	5	83	0.6	<1	374	1	<0.01	109	9	21000	0.189	0.3	<0.01	50	<1	34	<1	3	3	0.45	0.009	<0.5	0.012	7.7	<0.2	0.2	20	<1	<0.02	1	<1	1.2	<1	0.05	250	55	3.7	<2	25	<10	2300
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	11/5/2020	1	1.4	75	0.028	<0.05	<1	<1	24	<1	127	<0.1	6	400	4.4	1	1726	2	<0.01	126	10.5	11000	0.045	0.4	<0.01	68	<1	41	<1	5	2	0.7	0.024	<0.5	0.004	8.8	2.3	0.9	19	<1	<0.02	3.2	<1	0.53	3	0.07	1100	160	2.1	<2	24.2	<10	2500
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	1/3/2020	1	1.7	<50	0.22	<0.05	<1	1	14	<1	4327	<0.1	12	15000	0.4	2	40675	6	<0.01	86	6.4	1500	null	0.8	<0.01	<50	<1	53	<1	11	8	0.13	0.012	<0.5	0.032	8.2	2.2	28	3.7	<1	<0.02	6.2	<1	0.44	2	0.04	68000	39000	1.6	<2	21.7	12	170
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	3/25/2020	1	8.5	<50	0.18	0.05	<1	1	16	<1	3663	<0.1	9	19000	15	3	44593	5	<0.01	110	7.8	1700	null	0.8	<0.01	<50	<1	15	<1	11	8	0.1	0.013	<0.5	0.028	8	6.5	28.9	1.2	<1	<0.02	2.8	<1	0.58	3	0.05	38000	6800	1.9	2	24.8	12	260
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	4/16/2020	1	1.9	<50	0.13	0.08	<1	1	14	<1	3948	<0.1	13	16000	4.3	2	43167	6	<0.01	92	6.7	1100	null	0.8	<0.01	72	<1	46	<1	11	10	0.047	0.013	<0.5	0.031	7.6	2.1	29.3	1.2	<1	<0.02	3.5	<1	0.69	3	0.04	46000	13000	1.1	3	22.6	12	90
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	5/25/2020	1	3.5	<50	0.23	0.06	<1	2	20	<1	3339	<0.1	20	14000	24	2	40667	5	<0.01	95	6.5	2200	null	0.8	<0.01	71	<1	80	<1	9	9	0.25	0.017	<0.5	0.027	7.8	12	24.8	3.8	<1	<0.02	4.2	<1	0.24	3	0.4	36000	9100	3.1	2	27.3	<10	70
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	6/5/2020	1	3.8	<50	0.095	<0.05	<1	2	12	<1	4241	<0.1	8	18000	11	2	52535	4	<0.01	98	6.3	810	null	0.8	<0.01	68	<1	<10	<1	11	7	0.015	0.007	<0.5	0.019	8.1	4.9	31.2	2.1	<1	<0.02	16	<1	0.92	3	0.05	44000	8900	2.8	3	29.8	<10	70
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	7/8/2020	1	3.1	<50	0.11	0.09	<1	3	10	<1	4684	<0.1	13	19000	17	2	53664	6	<0.01	68	4.4	1000	null	0.8	<0.01	<50	<1	24	<1	11	11	0.014	0.009	<0.5	0.047	8.1	4.6	32.8	1.9	<1	<0.02	16	<1	0.73	3	0.1	45000	8900	4.3	3	28.6	<10	80
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	8/26/2020	1	1.8	<50	0.12	0.05	<1	2	11	<1	3624	<0.1	16	16000	3.8	4	49604	6	<0.01	74	4.7	3400	null	0.8	<0.01	70	<1	<10	<1	10	9	0.082	0.01	<0.5	0.025	8.4	2.3	28.8	1.8	<1	<0.02	1.7	<1	0.41	3	0.06	38000	6600	1.8	3	30.6	<10	40
Tolo Harbour And Channel	Shing Mun Main Channel	TR19I	9/25/2020	1	2.2	<50	0.083	<0.05	<1	<1	20	<1	1319	<0.1	10	5200	7.7	2	16226	3	<0.01	106	7.8	56000	null	0.5	<0.01	58	<1	<10	<1	5	4	0.51	0.007	<0.5	0.014	8.9	1.1	8.8	11	<1	<0.02	2.7	<1	0.22	2	0.04	12000	2000	2.3	<2	28.5	16	630
