"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-03-22","1","3.8","<50","0.57","0.13","<1","<1","75","<1","<50","<0.1","7","17","14","<1","173","<1","<0.01","108","10.1","46000","null","<0.2","<0.01","<50","<1","21","<1","<2","<1","0.92","0.064","<0.5","0.14","7.7","1.4","0.1","15","<1","<0.02","0.9","<1","1.2","2","0.19","200","81","1.7","<2","18.6","<10","20000"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-04-19","1","3.7","<50","0.46","0.08","<1","<1","75","<1","<50","<0.1","8","23","1.1","<1","182","<1","<0.01","105","9.1","14000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.4","0.084","<0.5","0.024","8","0.3","0.1","15","<1","<0.02","2.2","<1","1.1","2","0.14","190","52","1.3","<2","22.8","<10","2200"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-05-03","1","8.9","<50","1","0.14","<1","<1","88","<1","<50","<0.1","9","18","9.1","<1","207","1","<0.01","61","5.2","32000","null","<0.2","<0.01","65","<1","21","<1","<2","<1","1.1","0.13","<0.5","0.15","7","2.2","0.1","16","<1","<0.02","9.5","<1","1.6","3","0.28","170","59","2.7","<2","23.4","<10","22000"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-06-18","1","1.5","<50","0.34","0.12","<1","<1","81","<1","<50","<0.1","9","16","2.4","<1","205","1","<0.01","108","8.2","8900","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.6","0.048","<0.5","0.12","7.4","0.4","0.1","21","<1","<0.02","43","<1","","3","","200","48","2.3","<2","30.1","<10","3300"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-07-12","1","1.3","<50","0.26","0.06","<1","<1","74","<1","<50","<0.1","8","48","2.7","<1","185","2","<0.01","127","9.5","52000","null","<0.2","<0.01","67","<1","<10","<1","<2","<1","1.4","0.033","<0.5","0.094","7.7","2.2","0.1","19","<1","<0.02","2","<1","","3","","120","26","1.3","<2","30.7","<10","26000"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-08-11","1","0.8","<50","0.086","<0.05","<1","<1","53","<1","<50","<0.1","6","<10","0.5","<1","119","1","<0.01","100","7.9","11000","null","<0.2","<0.01","52","<1","<10","<1","<2","<1","0.81","0.009","<0.5","0.033","7.2","0.4","0.1","13","<1","<0.02","8.4","<1","","2","","120","77","8.4","<2","27.5","<10","5100"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-09-09","1","1.9","<50","0.17","<0.05","<1","<1","60","<1","<50","<0.1","6","13","2.4","<1","157","<1","<0.01","101","7.8","25000","null","0.2","<0.01","74","<1","<10","<1","<2","<1","0.84","0.021","<0.5","0.074","7.3","1.4","0.1","17","<1","<0.02","11","<1","","2","","180","80","3.2","<2","28.7","<10","21000"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-10-06","1","1.6","<50","0.35","<0.05","<1","<1","72","<1","<50","<0.1","8","13","0.5","<1","173","<1","<0.01","98","7.7","130000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.5","0.048","<0.5","0.11","7.6","0.7","0.1","19","<1","<0.02","1.4","<1","","2","","190","58","1.3","<2","27.7","<10","74000"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-11-15","1","1.2","<50","0.27","<0.05","<1","<1","66","<1","<50","<0.1","5","13","2.4","<1","145","<1","<0.01","107","9.4","38000","null","<0.2","<0.01","<50","<1","12","<1","<2","<1","1.7","0.034","<0.5","0.077","7.7","1.2","0.1","18","<1","<0.02","1.5","<1","0.57","2","0.13","170","66","1.4","<2","21.6","<10","25000"
"Port Shelter","Sha Kok Mei Stream","PR6","2021-12-10","1","1.3","<50","0.27","0.06","<1","<1","73","<1","<50","<0.1","8","14","0.4","<1","162","1","<0.01","95","8.5","11000","null","<0.2","<0.01","<50","<1","12","<1","<2","<1","1.8","0.055","<0.5","0.076","7.2","0.8","0.1","13","<1","<0.02","<0.5","<1","0.65","2","0.11","150","80","1.5","<2","20.6","12","9100"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-02-18","1","1.5","<50","0.19","<0.05","<1","<1","37","<1","332","<0.1","6","1300","0.8","<1","4144","2","<0.01","109","9.8","11000","0.198","0.3","<0.01","<50","<1","21","<1","<2","2","0.47","0.029","<0.5","0.044","7.7","0.6","2.5","8.5","<1","<0.02","8.8","<1","0.74","3","0.09","2700","500","2.2","<2","19.6","<10","5500"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-03-22","1","0.9","<50","0.15","0.05","<1","2","19","<1","3616","<0.1","8","15000","1.5","2","40862","7","<0.01","85","6.3","4300","null","0.7","<0.01","56","<1","25","<1","10","12","0.16","0.015","<0.5","0.04","7.9","2.4","28.3","2.7","<1","<0.02","2.9","<1","0.44","2","0.07","46000","20000","2.5","3","21.5","11","3200"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-04-19","1","1.3","<50","0.21","<0.05","<1","2","16","<1","3550","<0.1","9","16000","1.7","1","40119","5","<0.01","83","6.1","7400","null","0.8","<0.01","<50","<1","<10","<1","11","6","0.24","0.015","<0.5","0.034","7.5","0.8","26.4","3","<1","<0.02","14","<1","0.69","3","0.09","30000","5400","1.6","2","23.6","11","1500"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-05-03","1","1.6","<50","0.22","<0.05","<1","1","38","<1","2491","<0.1","16","4600","1.9","2","11302","4","<0.01","72","5.9","100000","0.912","0.5","<0.01","55","<1","43","<1","7","4","0.53","0.019","<0.5","0.049","7.3","2.5","6.6","8.3","<1","<0.02","3.3","<1","0.53","3","0.11","15000","3100","2.3","<2","23.8","11","16000"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-06-18","1","1.5","57","0.083","<0.05","<1","<1","41","<1","208","<0.1","6","730","3.2","<1","2186","1","<0.01","122","9.1","170000","0.326","0.3","<0.01","<50","<1","10","<1","<2","1","0.63","0.021","<0.5","0.049","8.1","1.4","1","14","<1","<0.02","3.8","<1","","3","","1700","300","3.1","<2","30.6","<10","10000"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-07-12","1","1.9","<50","0.089","<0.05","<1","1","43","<1","1497","<0.1","9","7400","2.7","1","14094","3","<0.01","104","7.3","79000","0.326","0.5","<0.01","<50","<1","35","<1","5","5","0.35","0.013","<0.5","0.037","7.9","1.7","7.1","8.1","<1","<0.02","3","<1","","3","","17000","3700","1.6","<2","31.8","12","33000"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-08-11","1","0.6","<50","0.041","<0.05","<1","<1","30","<1","<50","<0.1","4","200","0.3","<1","345","<1","<0.01","99","7.8","12000","0.237","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.34","0.006","<0.5","0.012","7.2","0.3","0.2","14","<1","<0.02","3.5","<1","","1","","420","100","5.4","<2","27.4","<10","6600"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-09-09","1","1.3","<50","0.038","<0.05","<1","<1","33","<1","284","<0.1","9","1400","0.5","1","5088","1","<0.01","104","7.7","22000","0.182","0.3","<0.01","<50","<1","14","<1","<2","1","0.32","0.009","<0.5","0.03","7.4","0.7","2.5","13","<1","<0.02","2","<1","","2","","2900","530","2","<2","30","<10","4200"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-10-06","1","1.2","<50","0.077","<0.05","<1","<1","54","<1","1109","<0.1","4","4900","1.3","<1","15684","2","<0.01","101","7.4","36000","null","0.4","<0.01","<50","<1","54","<1","2","3","0.41","0.006","<0.5","0.042","7.2","1.1","8.4","11","<1","<0.02","3.5","<1","","2","","11000","2100","2.2","<2","29.1","<10","3800"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-11-15","1","1.7","<50","0.086","<0.05","<1","<1","26","<1","68","<0.1","6","160","1.6","<1","681","<1","<0.01","112","9.8","20000","0.567","<0.2","<0.01","53","<1","14","<1","<2","<1","0.56","0.01","<0.5","0.04","8.2","0.6","0.4","17","<1","<0.02","1.8","<1","0.46","2","0.09","30000","30000","2.4","<2","22.2","<10","7400"
"Port Shelter","Tai Chung Hau Stream","PR7","2021-12-10","1","2.2","<50","0.074","<0.05","<1","<1","35","<1","99","<0.1","7","340","1.3","<1","1144","<1","<0.01","111","9.8","11000","0.154","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.69","0.014","<0.5","0.009","7.6","0.4","0.6","10","<1","<0.02","2.6","<1","0.57","2","0.05","860","310","1.8","<2","21.7","<10","1300"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-02-18","1","1.8","<50","0.12","<0.05","<1","<1","39","<1","<50","<0.1","10","20","0.3","<1","211","<1","<0.01","99","9","3900","null","0.3","<0.01","<50","<1","19","<1","<2","<1","0.49","0.024","<0.5","0.052","8","<0.2","0.1","8.6","<1","<0.02","3.4","<1","0.63","2","0.1","130","40","1.3","<2","19.7","<10","500"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-03-22","1","2.9","<50","0.029","<0.05","<1","<1","39","<1","53","<0.1","7","120","0.8","<1","282","<1","<0.01","95","8.7","41000","null","0.3","<0.01","51","<1","13","<1","<2","2","0.69","0.02","<0.5","0.062","7.8","0.5","0.2","12","<1","<0.02","1.2","<1","0.67","3","0.13","260","38","1.1","<2","19.8","<10","2400"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-04-19","1","3.6","<50","0.035","0.07","<1","<1","40","<1","<50","<0.1","9","21","<0.2","<1","232","1","<0.01","92","7.9","43000","null","0.3","<0.01","68","<1","<10","<1","<2","1","0.73","0.025","<0.5","0.01","7.8","0.2","0.1","13","<1","<0.02","1.6","<1","0.8","3","0.1","200","69","0.9","<2","23","<10","9900"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-05-03","1","2.6","<50","0.059","<0.05","<1","<1","41","<1","<50","<0.1","7","15","1.9","<1","268","2","<0.01","81","6.8","150000","null","0.4","<0.01","<50","<1","<10","<1","<2","1","0.64","0.009","<0.5","0.063","7.6","1.4","0.1","10","<1","<0.02","5","<1","0.41","3","0.13","170","58","1.3","<2","23.5","<10","24000"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-06-18","1","3.2","<50","0.053","<0.05","<1","<1","44","<1","<50","<0.1","5","18","0.4","<1","867","<1","<0.01","94","7.2","180000","null","0.3","<0.01","<50","<1","<10","<1","<2","1","0.78","0.015","<0.5","0.04","8","<0.2","0.4","15","<1","<0.02","1.7","<1","","3","","190","54","0.8","<2","29.2","<10","12000"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-07-12","1","6.7","<50","0.035","<0.05","<1","<1","46","<1","<50","<0.1","7","18","0.5","<1","261","1","<0.01","97","7.3","160000","null","0.3","<0.01","<50","<1","<10","<1","<2","<1","1.7","0.025","<0.5","0.018","7.6","0.3","0.1","14","<1","<0.02","0.8","<1","","4","","160","56","1.1","<2","30.1","<10","68000"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-08-11","1","0.6","<50","0.05","<0.05","<1","<1","37","<1","<50","<0.1","5","<10","0.3","<1","141","<1","<0.01","96","7.7","18000","null","<0.2","<0.01","<50","<1","10","<1","<2","<1","0.46","0.009","<0.5","0.018","7.4","<0.2","0.1","15","<1","<0.02","6.9","<1","","2","","100","71","5.7","<2","26.9","<10","2700"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-09-09","1","1.9","<50","0.071","<0.05","<1","<1","34","<1","<50","<0.1","6","14","0.4","<1","330","<1","<0.01","99","7.6","45000","null","0.3","<0.01","57","<1","<10","<1","<2","1","0.44","0.007","<0.5","0.019","7.6","<0.2","0.1","14","<1","<0.02","0.9","<1","","2","","140","54","1.8","<2","29.3","<10","13000"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-10-06","1","4","<50","0.078","<0.05","<1","<1","35","<1","<50","<0.1","4","19","0.4","<1","448","<1","<0.01","98","7.7","170000","null","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.57","0.007","<0.5","0.024","8","<0.2","0.2","16","<1","<0.02","1.4","<1","","2","","160","58","2.9","<2","28.1","<10","18000"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-11-15","1","6.1","<50","0.14","<0.05","<1","<1","34","<1","<50","<0.1","11","12","0.5","<1","710","<1","<0.01","100","8.7","46000","null","<0.2","<0.01","<50","<1","19","<1","<2","<1","0.7","0.015","<0.5","0.078","8.6","0.6","0.4","17","<1","<0.02","1.8","<1","0.76","4","0.13","160","66","1.5","<2","22.5","<10","18000"
"Port Shelter","Tai Chung Hau Stream","PR8","2021-12-10","1","2.6","<50","0.052","<0.05","<1","<1","38","<1","<50","<0.1","4","15","0.5","<1","890","<1","<0.01","94","8.2","52000","null","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.66","0.02","<0.5","0.005","7.9","<0.2","0.5","9.9","<1","<0.02","<0.5","<1","0.62","2","0.06","160","78","0.9","<2","21.9","<10","21000"
"Deep Bay","River Beas","RB1","2021-02-24","1","10","<50","0.48","<0.05","<1","4","13","<1","<50","<0.1","9","15","19","<1","204","1","<0.01","133","11.6","8000","0.071","0.2","<0.01","274","<1","<10","<1","<2","2","0.95","0.55","<0.5","0.12","8.5","18","0.1","14","<1","<0.02","5.9","<1","1.3","4","0.35","160","62","3.9","<2","22","<10","4400"
"Deep Bay","River Beas","RB1","2021-03-08","1","7.3","<50","1.6","<0.05","<1","4","18","<1","<50","<0.1","11","16","3.6","<1","220","<1","<0.01","109","9.7","12000","0.16","0.2","<0.01","139","<1","13","<1","<2","1","0.86","0.59","<0.5","0.23","7.6","5.2","0.1","17","<1","<0.02","6.8","<1","2.9","4","0.37","180","58","3.4","<2","21.4","<10","5100"
"Deep Bay","River Beas","RB1","2021-04-22","1","4.3","<50","0.2","<0.05","<1","5","14","<1","50","<0.1","9","17","7.1","<1","254","1","<0.01","126","9.3","7400","0.055","0.2","<0.01","69","<1","<10","<1","<2","3","0.69","0.14","<0.5","0.22","8","5.6","0.1","11","<1","<0.02","20","<1","1","4","0.4","210","90","4.5","<2","31","<10","1600"
"Deep Bay","River Beas","RB1","2021-05-21","1","4.8","<50","0.36","<0.05","<1","7","12","<1","56","<0.1","20","18","30","<1","283","1","<0.01","134","9.5","7800","0.066","0.3","<0.01","221","<1","<10","<1","<2","2","1.3","0.23","<0.5","0.43","9.1","25","0.1","14","<1","<0.02","18","<1","","6","","220","100","7.9","<2","33.8","<10","1900"
"Deep Bay","River Beas","RB1","2021-06-10","1","2.8","<50","0.15","<0.05","<1","8","11","<1","52","<0.1","15","21","5.7","<1","291","1","<0.01","173","12.2","8700","0.085","0.3","<0.01","224","<1","<10","<1","<2","1","1.4","0.22","<0.5","0.31","9.2","6.5","0.1","15","<1","<0.02","4.3","<1","","5","","810","200","3.1","<2","34.1","<10","1100"
"Deep Bay","River Beas","RB1","2021-07-22","1","1.8","<50","0.35","<0.05","<1","9","19","<1","<50","<0.1","12","<10","0.4","<1","211","2","<0.01","116","8.5","40000","0.336","<0.2","<0.01","165","<1","<10","<1","<2","<1","0.93","0.061","<0.5","0.14","7.5","1.2","0.1","17","<1","<0.02","5.3","<1","","5","","120","58","4.6","<2","31.8","<10","14000"
"Deep Bay","River Beas","RB1","2021-08-02","1","2.2","<50","0.098","<0.05","<1","9","14","<1","<50","<0.1","11","58","7.4","<1","216","2","<0.01","146","10.7","14000","0.072","<0.2","<0.01","276","<1","22","<1","2","1","0.83","0.082","<0.5","0.2","8.2","5.6","0.1","17","<1","<0.02","4.4","<1","","5","","170","66","4.1","<2","31.9","<10","3100"
"Deep Bay","River Beas","RB1","2021-09-15","1","1.9","<50","0.11","<0.05","<1","7","13","<1","<50","<0.1","8","12","1.4","<1","201","1","<0.01","136","9.9","40000","0.353","0.3","<0.01","123","<1","<10","<1","<2","1","0.81","0.07","<0.5","0.2","7.9","2.5","0.1","18","<1","<0.02","3.8","<1","","3","","160","75","3.7","<2","31.9","<10","3500"
"Deep Bay","River Beas","RB1","2021-10-20","1","1.7","<50","0.18","<0.05","<1","3","12","<1","<50","<0.1","8","<10","0.5","<1","117","<1","<0.01","113","8.9","39000","0.396","<0.2","<0.01","73","<1","<10","<1","<2","<1","0.56","0.042","<0.5","0.098","7.4","0.8","0.1","18","<1","<0.02","3.4","<1","","2","","1100","34","3","<2","27.6","<10","9500"
"Deep Bay","River Beas","RB1","2021-11-17","1","1.5","<50","0.15","<0.05","<1","4","13","<1","<50","<0.1","7","<10","2.2","<1","153","1","<0.01","119","9.8","31000","0.059","<0.2","<0.01","81","<1","<10","<1","<2","<1","0.85","0.12","<0.5","0.17","8.1","2.5","0.1","19","<1","<0.02","3","<1","0.52","3","0.24","140","56","2.9","<2","25.3","<10","2600"
"Deep Bay","River Beas","RB1","2021-12-13","1","4","<50","0.4","<0.05","<1","4","15","<1","<50","<0.1","8","10","3.8","<1","156","<1","<0.01","118","10.3","11000","0.191","<0.2","<0.01","119","<1","24","<1","<2","<1","0.85","0.16","<0.5","0.14","7.9","3.1","0.1","12","<1","<0.02","7.7","<1","1.2","3","0.27","180","95","3.3","<2","21.8","<10","6800"
"Deep Bay","River Beas","RB2","2021-02-24","1","8.3","<50","2.4","0.08","<1","6","24","<1","<50","<0.1","19","22","59","<1","276","<1","<0.01","106","9","3400","0.017","0.2","<0.01","112","<1","<10","<1","<2","2","0.16","0.22","<0.5","0.075","7.5","9.4","0.1","12","<1","<0.02","5","<1","3.5","7","0.34","180","42","3.3","<2","23.1","<10","360"
"Deep Bay","River Beas","RB2","2021-03-08","1","9.6","<50","2","0.1","<1","8","23","<1","<50","<0.1","24","19","4.4","<1","251","<1","<0.01","73","6.5","90000","0.125","0.2","<0.01","252","<1","42","<1","<2","1","0.61","0.27","<0.5","0.15","7.1","7.5","0.1","15","<1","<0.02","11","<1","4.1","7","0.39","190","54","6.4","<2","20.9","<10","59000"
"Deep Bay","River Beas","RB2","2021-04-22","1","7.1","<50","3.3","0.08","<1","10","19","<1","62","<0.1","25","26","25","<1","332","<1","<0.01","87","7","5400","0.187","0.4","<0.01","81","<1","18","<1","2","2","0.54","0.18","<0.5","0.25","7.4","18","0.2","11","<1","<0.02","16","<1","4.8","9","0.68","230","84","4.6","<2","26.6","<10","1600"
"Deep Bay","River Beas","RB2","2021-05-21","1","11","<50","2.7","<0.05","<1","10","18","<1","57","<0.1","28","23","120","<1","335","<1","<0.01","100","7.4","4000","0.008","0.3","<0.01","118","<1","17","<1","<2","2","0.33","0.085","<0.5","0.31","7.6","52","0.1","10","<1","<0.02","10","<1","","9","","190","78","6.8","<2","31.1","<10","910"
"Deep Bay","River Beas","RB2","2021-06-10","1","6.8","<50","1.9","<0.05","<1","10","22","<1","57","<0.1","14","21","25","<1","310","<1","<0.01","84","6.3","19000","0.394","0.3","<0.01","<50","<1","47","<1","2","2","0.2","0.068","<0.5","0.26","7.3","19","0.1","13","<1","<0.02","9.3","<1","","6","","220","42","5","<2","30","<10","2700"
"Deep Bay","River Beas","RB2","2021-07-22","1","1.5","<50","0.4","<0.05","<1","8","22","<1","<50","<0.1","10","11","0.7","<1","221","2","<0.01","96","7.2","31000","0.148","<0.2","<0.01","89","<1","<10","<1","<2","1","0.9","0.041","<0.5","0.11","7.3","0.5","0.1","16","<1","<0.02","6.7","<1","","4","","130","60","6.5","<2","30","<10","2900"
"Deep Bay","River Beas","RB2","2021-08-02","1","3.5","<50","0.48","<0.05","<1","10","25","<1","<50","<0.1","12","19","3.9","<1","282","1","<0.01","96","7.1","8200","0.018","<0.2","<0.01","84","<1","31","<1","<2","<1","0.74","0.045","<0.5","0.079","7.1","4.4","0.1","14","<1","<0.02","8.5","<1","","5","","180","82","6.6","<2","30.9","<10","3700"
"Deep Bay","River Beas","RB2","2021-09-15","1","6.6","<50","1","<0.05","<1","11","23","<1","<50","<0.1","11","15","1.8","<1","250","1","<0.01","93","7.1","72000","0.062","0.3","<0.01","<50","<1","<10","<1","3","2","0.42","0.1","<0.5","0.16","7.2","2.8","0.1","15","<1","<0.02","7.9","<1","","4","","180","74","9.1","<2","29","<10","15000"
"Deep Bay","River Beas","RB2","2021-10-20","1","2","<50","0.29","<0.05","<1","5","18","<1","<50","<0.1","6","<10","0.6","<1","149","<1","<0.01","98","8","15000","1.485","<0.2","<0.01","<50","<1","<10","<1","<2","1","0.79","0.047","<0.5","0.062","7.3","0.8","0.1","17","<1","<0.02","4.6","<1","","2","","100","46","4.6","<2","25.9","<10","4900"
"Deep Bay","River Beas","RB2","2021-11-17","1","4.8","<50","0.67","<0.05","<1","6","21","<1","<50","<0.1","9","13","30","<1","203","1","<0.01","95","8.1","49000","0.003","<0.2","<0.01","<50","<1","<10","<1","<2","1","0.63","0.15","<0.5","0.094","7.2","6.7","0.1","16","<1","<0.02","2.3","<1","1.4","5","0.22","170","73","4.1","<2","23.3","<10","2500"
"Deep Bay","River Beas","RB2","2021-12-13","1","7.8","<50","1.4","0.06","<1","7","21","<1","<50","<0.1","18","14","18","<1","196","1","<0.01","104","9.3","9000","0.012","<0.2","<0.01","204","<1","<10","<1","<2","1","0.27","0.1","<0.5","0.15","7.2","11","0.1","11","<1","<0.02","14","<1","2.6","6","0.38","170","68","5.4","<2","21","<10","1600"
"Deep Bay","River Beas","RB3","2021-01-27","1","20","<50","2.7","0.09","<1","6","13","<1","60","<0.1","67","120","37","<1","326","1","<0.01","91","7.6","10000","null","0.3","<0.01","<50","<1","<10","<1","2","3","0.21","0.1","<0.5","0.1","7.4","9.8","0.2","14","<1","0.05","66","<1","4.7","14","0.81","330","73","69.3","<2","24.5","<10","2300"
"Deep Bay","River Beas","RB3","2021-02-24","1","20","<50","2.9","0.07","<1","4","15","<1","85","<0.1","35","51","61","<1","389","2","<0.01","87","7.7","36000","null","0.4","<0.01","121","<1","42","<1","<2","4","1.2","0.14","<0.5","0.18","7.3","18","0.2","11","<1","0.02","24","<1","4.4","13","0.25","300","74","23.9","<2","21.1","<10","8000"
"Deep Bay","River Beas","RB3","2021-03-08","1","13","<50","2.4","0.06","<1","7","18","<1","<50","<0.1","25","19","41","<1","250","<1","<0.01","59","5.3","42000","0.842","0.2","<0.01","146","<1","50","<1","<2","2","0.32","0.2","<0.5","0.13","7.2","18","0.1","16","<1","0.03","32","<1","4.6","7","0.44","230","81","8.3","<2","20.2","<10","16000"
"Deep Bay","River Beas","RB3","2021-04-22","1","12","<50","2.8","<0.05","<1","5","12","<1","89","<0.1","39","62","74","<1","479","2","<0.01","81","6.6","68000","1.338","0.4","<0.01","67","<1","35","<1","2","6","1.1","0.073","<0.5","0.22","7.2","24","0.2","11","<1","0.03","59","<1","4.7","11","0.74","360","100","49.8","<2","26.2","<10","19000"
"Deep Bay","River Beas","RB3","2021-05-21","1","19","<50","3","<0.05","<1","11","14","<1","64","<0.1","46","28","71","<1","375","1","<0.01","59","4.4","23000","0.444","0.3","<0.01","165","<1","48","<1","<2","3","0.004","<0.002","<0.5","0.33","7.6","46","0.2","11","<1","<0.02","48","<1","","15","","270","92","40.7","<2","30.8","<10","6700"
"Deep Bay","River Beas","RB3","2021-06-10","1","4.2","<50","1.1","<0.05","<1","4","16","<1","95","<0.1","22","71","21","1","562","2","<0.01","63","4.7","61000","2.341","0.4","<0.01","<50","<1","61","<1","3","8","3.4","0.14","<0.5","0.28","7.3","14","0.2","12","<1","<0.02","19","<1","","9","","370","72","15.8","<2","30.3","<10","13000"
"Deep Bay","River Beas","RB3","2021-07-22","1","1.7","<50","0.52","<0.05","<1","9","22","<1","<50","<0.1","10","13","0.6","<1","236","3","<0.01","69","5.3","65000","2.921","<0.2","<0.01","108","<1","<10","<1","<2","2","0.94","0.052","<0.5","0.13","7","0.3","0.1","15","<1","<0.02","7.3","<1","","5","","140","60","10.2","<2","29","48","9000"
"Deep Bay","River Beas","RB3","2021-08-02","1","1.9","<50","0.17","<0.05","<1","11","19","<1","<50","<0.1","12","19","1.9","<1","260","2","<0.01","129","9.6","21000","0.023","0.2","<0.01","94","<1","<10","<1","2","1","0.6","0.053","<0.5","0.13","7.5","1.8","0.1","15","<1","<0.02","2.6","<1","","5","","200","98","5.5","<2","31.1","<10","4500"
"Deep Bay","River Beas","RB3","2021-09-15","1","6.7","<50","0.91","<0.05","<1","13","21","<1","52","<0.1","18","17","1.8","<1","290","2","<0.01","102","7.5","150000","0.087","0.3","<0.01","81","<1","<10","<1","5","2","0.65","0.17","<0.5","0.12","7.3","2.2","0.1","15","<1","<0.02","13","<1","","5","","180","56","10.3","<2","31.5","17","14000"
"Deep Bay","River Beas","RB3","2021-10-20","1","2.5","<50","1","<0.05","<1","5","16","<1","<50","<0.1","7","18","0.7","<1","225","<1","<0.01","68","5.5","45000","2.746","<0.2","<0.01","<50","<1","<10","<1","<2","2","0.95","0.077","<0.5","0.11","7.2","0.3","0.1","16","<1","<0.02","8.6","<1","","3","","190","93","7.9","<2","25.8","10","6500"
"Deep Bay","River Beas","RB3","2021-11-17","1","5.4","<50","2.1","<0.05","<1","7","19","<1","<50","<0.1","14","15","18","<1","224","2","<0.01","90","7.6","48000","0.108","0.2","<0.01","<50","<1","<10","<1","<2","1","0.65","0.11","<0.5","0.15","7.4","13","0.1","15","<1","<0.02","14","<1","3.1","7","0.46","230","75","17.8","<2","23.6","11","8700"
"Deep Bay","River Beas","RB3","2021-12-13","1","16","<50","2.5","0.15","<1","8","25","<1","<50","<0.1","25","22","9.9","<1","245","1","<0.01","102","9.2","24000","0.027","0.3","<0.01","198","<1","22","<1","<2","2","0.49","0.12","<0.5","0.11","7.3","4.8","0.1","11","<1","0.02","29","<1","4.3","8","0.44","260","120","22.6","<2","20.6","14","14000"
"North Western","Tung Chung River","TC1","2021-03-01","1","0.3","<50","0.016","<0.05","<1","1","14","<1","<50","<0.1","2","10","0.4","<1","90","<1","<0.01","87","7.8","720","0.019","<0.2","<0.01","59","<1","<10","<1","<2","<1","0.047","0.004","<0.5","0.004","7.7","<0.2","0.1","18","<1","<0.02","1","<1","0.23","1","<0.02","79","35","0.6","<2","20.8","<10","35"
"North Western","Tung Chung River","TC1","2021-04-14","1","0.9","<50","0.025","<0.05","<1","<1","31","<1","259","<0.1","4","1700","1.1","<1","5155","<1","<0.01","74","5.9","12000","0.014","<0.2","<0.01","<50","<1","35","<1","<2","1","0.023","<0.002","<0.5","0.004","6.6","0.8","2.7","17","<1","<0.02","2.8","<1","0.83","2","0.03","5900","970","0.8","<2","25.7","<10","53"
