Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/pages/account_page/update_acc_info_button""))",Chrome 131.0.0.0,Update account with invalid phone number,,10-12-2024 18:27:34,10-12-2024 18:27:35,0.059s,PASSED
delay(2),Chrome 131.0.0.0,,,10-12-2024 18:27:35,10-12-2024 18:27:37,2.016s,PASSED
"executeJavaScript(""let input = document.getElementsByName('phone')[0]; input.focus(); input.value = arguments[0]; input.dispatchEvent(new Event('input'));"", Arrays.asList(phoneNumber))",Chrome 131.0.0.0,,,10-12-2024 18:27:37,10-12-2024 18:27:37,0.013s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""btn account-info__btn account-info__btn--full""]))",Chrome 131.0.0.0,,,10-12-2024 18:27:37,10-12-2024 18:27:37,0.048s,PASSED
delay(2),Chrome 131.0.0.0,,,10-12-2024 18:27:37,10-12-2024 18:27:39,2.014s,PASSED
"errMessObject = findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""])",Chrome 131.0.0.0,,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.001s,PASSED
verifyElementVisible(errMessObject),Chrome 131.0.0.0,,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.016s,PASSED
actualErrMess = getText(errMessObject),Chrome 131.0.0.0,,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.016s,PASSED
if (actualErrMess.equals(existingErrMess)),Chrome 131.0.0.0,Verify error message for exsting phone number,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.100s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/span_class"", [""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.017s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/span_class"", [""class"":""close-popup""]))",Chrome 131.0.0.0,,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.012s,PASSED
"click(findTestObject(""Object Repository/common/span/span_class"", [""class"":""close-popup""]))",Chrome 131.0.0.0,,,10-12-2024 18:27:39,10-12-2024 18:27:39,0.041s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,10-12-2024 18:27:39,10-12-2024 18:27:45,6.279s,PASSED
