Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Object Repository/common/a/a_text"", [""text"":""Thông tin tài khoản""]), 10)",Chrome 132.0.0.0,,,11-02-2025 23:53:51,11-02-2025 23:53:51,0.047s,PASSED
delay(2),Chrome 132.0.0.0,,,11-02-2025 23:53:51,11-02-2025 23:53:53,2.010s,PASSED
"click(findTestObject(""Object Repository/common/a/a_text"", [""text"":""Sổ địa chỉ""]))",Chrome 132.0.0.0,,,11-02-2025 23:53:53,11-02-2025 23:53:54,0.219s,PASSED
delay(2),Chrome 132.0.0.0,,,11-02-2025 23:53:54,11-02-2025 23:53:56,2.011s,PASSED
"scrollToElement(findTestObject(""Object Repository/common/button/button_contains_text"", [""text"":""Cập nhật""]), 10)",Chrome 132.0.0.0,,,11-02-2025 23:53:56,11-02-2025 23:53:56,0.051s,PASSED
"click(findTestObject(""Object Repository/common/button/button_contains_text"", [""text"":""Cập nhật""]))",Chrome 132.0.0.0,,,11-02-2025 23:53:56,11-02-2025 23:53:56,0.232s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/common/div/div_class"", [""class"":""address-book-form""]), 10)",Chrome 132.0.0.0,==========Update a address with all valid information in the address book========,,11-02-2025 23:53:56,11-02-2025 23:53:56,0.409s,PASSED
"setText(findTestObject(""Object Repository/common/input/input_name"", [""name"":""address""]), suggestedAddress)",Chrome 132.0.0.0,Update address fields,,11-02-2025 23:53:56,11-02-2025 23:53:57,0.229s,PASSED
delay(5),Chrome 132.0.0.0,,,11-02-2025 23:53:57,11-02-2025 23:54:02,5.003s,PASSED
"click(findTestObject(""Object Repository/common/div/div_text"", [""text"":updatedAddress]))",Chrome 132.0.0.0,,,11-02-2025 23:54:02,11-02-2025 23:54:02,0.155s,PASSED
delay(3),Chrome 132.0.0.0,,,11-02-2025 23:54:02,11-02-2025 23:54:05,3.014s,PASSED
"click(findTestObject(""Object Repository/common/span/span_contains_text"", [""text"":""Lưu""]))",Chrome 132.0.0.0,,,11-02-2025 23:54:05,11-02-2025 23:54:05,0.143s,PASSED
"common.UtilKeyword.handleToastMessage(""Cập nhật địa chỉ thành công!"", 10)",Chrome 132.0.0.0,Handle Toast Message,,11-02-2025 23:54:05,11-02-2025 23:54:06,0.648s,PASSED
"common.UtilKeyword.takeScreenShot(""update_address_successfully"")",Chrome 132.0.0.0,Take Screenshot,,11-02-2025 23:54:06,11-02-2025 23:54:06,0.168s,PASSED
delay(2),Chrome 132.0.0.0,Close browser,,11-02-2025 23:54:06,11-02-2025 23:54:08,2.017s,PASSED
closeBrowser(),Chrome 132.0.0.0,,,11-02-2025 23:54:08,11-02-2025 23:54:08,0.344s,PASSED
,,,,,,,
Test Cases/COOLMATE-005/TC003-Delete address,Chrome 132.0.0.0,,,11-02-2025 23:54:08,11-02-2025 23:55:15,1m - 7.042s,PASSED
Start listener action : beforeTestCase,Chrome 132.0.0.0,,,11-02-2025 23:54:08,11-02-2025 23:54:08,0.002s,PASSED
Start setup action : setupTestCase,Chrome 132.0.0.0,,,11-02-2025 23:54:08,11-02-2025 23:54:57,48.898s,PASSED
"enhancedClick(findTestObject(""Object Repository/common/icon/user_icon""))",Chrome 132.0.0.0,Go to address book,,11-02-2025 23:54:57,11-02-2025 23:54:57,0.234s,PASSED
delay(2),Chrome 132.0.0.0,,,11-02-2025 23:54:57,11-02-2025 23:54:59,2.018s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/pages/home_page/go_to_account""), 10)",Chrome 132.0.0.0,,,11-02-2025 23:54:59,11-02-2025 23:55:00,0.060s,PASSED
"click(findTestObject(""Object Repository/pages/home_page/go_to_account""))",Chrome 132.0.0.0,,,11-02-2025 23:55:00,11-02-2025 23:55:01,1.578s,PASSED
"common.UtilKeyword.waitForPageLoadAndDelay(20, 3)",Chrome 132.0.0.0,,,11-02-2025 23:55:01,11-02-2025 23:55:04,3.108s,PASSED
"scrollToElement(findTestObject(""Object Repository/common/a/a_text"", [""text"":""Thông tin tài khoản""]), 10)",Chrome 132.0.0.0,,,11-02-2025 23:55:04,11-02-2025 23:55:04,0.191s,PASSED
delay(2),Chrome 132.0.0.0,,,11-02-2025 23:55:04,11-02-2025 23:55:06,2.015s,PASSED
"click(findTestObject(""Object Repository/common/a/a_text"", [""text"":""Sổ địa chỉ""]))",Chrome 132.0.0.0,,,11-02-2025 23:55:06,11-02-2025 23:55:07,0.178s,PASSED
delay(5),Chrome 132.0.0.0,,,11-02-2025 23:55:07,11-02-2025 23:55:12,5.014s,PASSED
"scrollToElement(findTestObject(""Object Repository/common/button/button_contains_text"", [""text"":""Xóa""]), 10)",Chrome 132.0.0.0,==========Delete an address in the address book========,,11-02-2025 23:55:12,11-02-2025 23:55:12,0.056s,PASSED
"click(findTestObject(""Object Repository/common/button/button_contains_text"", [""text"":""Xóa""]))",Chrome 132.0.0.0,,,11-02-2025 23:55:12,11-02-2025 23:55:12,0.263s,PASSED
"common.UtilKeyword.handleToastMessage(""Xoá địa chỉ thành công!"", 10)",Chrome 132.0.0.0,Handle Toast Message,,11-02-2025 23:55:12,11-02-2025 23:55:13,0.650s,PASSED
"common.UtilKeyword.takeScreenShot(""delete_address_successfully"")",Chrome 132.0.0.0,Take Screenshot,,11-02-2025 23:55:13,11-02-2025 23:55:13,0.164s,PASSED
delay(2),Chrome 132.0.0.0,Close browser,,11-02-2025 23:55:13,11-02-2025 23:55:15,2.018s,PASSED
closeBrowser(),Chrome 132.0.0.0,,,11-02-2025 23:55:15,11-02-2025 23:55:15,0.428s,PASSED
