Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,13-12-2024 14:56:49,13-12-2024 14:56:49,0.018s,PASSED
"click(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,,,13-12-2024 14:56:49,13-12-2024 14:56:49,0.044s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:56:49,13-12-2024 14:56:51,2.015s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]), 5, OPTIONAL))",Chrome 131.0.0.0,,,13-12-2024 14:56:51,13-12-2024 14:56:57,6.007s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,13-12-2024 14:56:57,13-12-2024 14:57:05,8.010s,PASSED
,,,,,,,
Test Cases/COOLMATE-003/TC002-Update with invalid phone number,Chrome 131.0.0.0,,,13-12-2024 14:57:05,13-12-2024 14:58:03,57.737s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,13-12-2024 14:57:05,13-12-2024 14:57:05,0.000s,PASSED
"common.UtilKeyword.openURLAndAuthenticate(username_bao, password_bao)",Chrome 131.0.0.0,Open and authenticate,,13-12-2024 14:57:05,13-12-2024 14:57:36,30.821s,PASSED
"enhancedClick(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,Go to account infomation page,,13-12-2024 14:57:36,13-12-2024 14:57:36,0.071s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:57:36,13-12-2024 14:57:38,2.004s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/pages/home_page/go_to_account""), 10)",Chrome 131.0.0.0,,,13-12-2024 14:57:38,13-12-2024 14:57:38,0.015s,PASSED
"click(findTestObject(""Object Repository/pages/home_page/go_to_account""))",Chrome 131.0.0.0,,,13-12-2024 14:57:38,13-12-2024 14:57:41,2.940s,PASSED
"common.UtilKeyword.waitForPageLoadAndDelay(20, 3)",Chrome 131.0.0.0,,,13-12-2024 14:57:41,13-12-2024 14:57:44,3.012s,PASSED
"click(findTestObject(""Object Repository/pages/account_page/update_acc_info_button""))",Chrome 131.0.0.0,Update account with invalid phone number,,13-12-2024 14:57:44,13-12-2024 14:57:44,0.054s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:57:44,13-12-2024 14:57:46,2.009s,PASSED
"executeJavaScript(""let input = document.getElementsByName('phone')[0]; input.focus(); input.value = arguments[0]; input.dispatchEvent(new Event('input'));"", Arrays.asList(phoneNumber))",Chrome 131.0.0.0,,,13-12-2024 14:57:46,13-12-2024 14:57:46,0.013s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""btn account-info__btn account-info__btn--full""]))",Chrome 131.0.0.0,,,13-12-2024 14:57:46,13-12-2024 14:57:46,0.049s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:57:46,13-12-2024 14:57:48,2.003s,PASSED
"errMessObject = findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""])",Chrome 131.0.0.0,,,13-12-2024 14:57:48,13-12-2024 14:57:48,0.001s,PASSED
verifyElementVisible(errMessObject),Chrome 131.0.0.0,,,13-12-2024 14:57:48,13-12-2024 14:57:48,0.021s,PASSED
actualErrMess = getText(errMessObject),Chrome 131.0.0.0,,,13-12-2024 14:57:48,13-12-2024 14:57:48,0.013s,PASSED
if (actualErrMess.equals(expectedErrMess)),Chrome 131.0.0.0,Verify error message for invalid phone number,,13-12-2024 14:57:48,13-12-2024 14:57:49,0.102s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,13-12-2024 14:57:49,13-12-2024 14:57:49,0.018s,PASSED
"click(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,,,13-12-2024 14:57:49,13-12-2024 14:57:49,0.045s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:57:49,13-12-2024 14:57:51,2.014s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]), 5, OPTIONAL))",Chrome 131.0.0.0,,,13-12-2024 14:57:51,13-12-2024 14:57:57,6.006s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,13-12-2024 14:57:57,13-12-2024 14:58:03,6.515s,PASSED
,,,,,,,
Test Cases/COOLMATE-003/TC002-Update with invalid phone number,Chrome 131.0.0.0,,,13-12-2024 14:58:03,13-12-2024 14:58:58,55.288s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,13-12-2024 14:58:03,13-12-2024 14:58:03,0.000s,PASSED
"common.UtilKeyword.openURLAndAuthenticate(username_bao, password_bao)",Chrome 131.0.0.0,Open and authenticate,,13-12-2024 14:58:03,13-12-2024 14:58:33,29.591s,PASSED
"enhancedClick(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,Go to account infomation page,,13-12-2024 14:58:33,13-12-2024 14:58:33,0.064s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:58:33,13-12-2024 14:58:35,2.012s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/pages/home_page/go_to_account""), 10)",Chrome 131.0.0.0,,,13-12-2024 14:58:35,13-12-2024 14:58:35,0.014s,PASSED
"click(findTestObject(""Object Repository/pages/home_page/go_to_account""))",Chrome 131.0.0.0,,,13-12-2024 14:58:35,13-12-2024 14:58:37,1.687s,PASSED
"common.UtilKeyword.waitForPageLoadAndDelay(20, 3)",Chrome 131.0.0.0,,,13-12-2024 14:58:37,13-12-2024 14:58:40,3.012s,PASSED
"click(findTestObject(""Object Repository/pages/account_page/update_acc_info_button""))",Chrome 131.0.0.0,Update account with invalid phone number,,13-12-2024 14:58:40,13-12-2024 14:58:40,0.054s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:58:40,13-12-2024 14:58:42,2.006s,PASSED
"executeJavaScript(""let input = document.getElementsByName('phone')[0]; input.focus(); input.value = arguments[0]; input.dispatchEvent(new Event('input'));"", Arrays.asList(phoneNumber))",Chrome 131.0.0.0,,,13-12-2024 14:58:42,13-12-2024 14:58:42,0.012s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""btn account-info__btn account-info__btn--full""]))",Chrome 131.0.0.0,,,13-12-2024 14:58:42,13-12-2024 14:58:42,0.050s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:58:42,13-12-2024 14:58:44,2.013s,PASSED
"errMessObject = findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""])",Chrome 131.0.0.0,,,13-12-2024 14:58:44,13-12-2024 14:58:44,0.001s,PASSED
verifyElementVisible(errMessObject),Chrome 131.0.0.0,,,13-12-2024 14:58:44,13-12-2024 14:58:44,0.019s,PASSED
actualErrMess = getText(errMessObject),Chrome 131.0.0.0,,,13-12-2024 14:58:44,13-12-2024 14:58:44,0.014s,PASSED
if (actualErrMess.equals(expectedErrMess)),Chrome 131.0.0.0,Verify error message for invalid phone number,,13-12-2024 14:58:44,13-12-2024 14:58:44,0.107s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,13-12-2024 14:58:44,13-12-2024 14:58:44,0.019s,PASSED
"click(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,,,13-12-2024 14:58:44,13-12-2024 14:58:44,0.043s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:58:44,13-12-2024 14:58:46,2.002s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]), 5, OPTIONAL))",Chrome 131.0.0.0,,,13-12-2024 14:58:46,13-12-2024 14:58:52,6.005s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,13-12-2024 14:58:52,13-12-2024 14:58:58,6.552s,PASSED
,,,,,,,
Test Cases/COOLMATE-003/TC002-Update with invalid phone number,Chrome 131.0.0.0,,,13-12-2024 14:58:58,13-12-2024 14:59:57,58.642s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,13-12-2024 14:58:58,13-12-2024 14:58:58,0.000s,PASSED
"common.UtilKeyword.openURLAndAuthenticate(username_bao, password_bao)",Chrome 131.0.0.0,Open and authenticate,,13-12-2024 14:58:58,13-12-2024 14:59:29,30.683s,PASSED
"enhancedClick(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,Go to account infomation page,,13-12-2024 14:59:29,13-12-2024 14:59:29,0.067s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:59:29,13-12-2024 14:59:31,2.008s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/pages/home_page/go_to_account""), 10)",Chrome 131.0.0.0,,,13-12-2024 14:59:31,13-12-2024 14:59:31,0.015s,PASSED
"click(findTestObject(""Object Repository/pages/home_page/go_to_account""))",Chrome 131.0.0.0,,,13-12-2024 14:59:31,13-12-2024 14:59:35,3.915s,PASSED
"common.UtilKeyword.waitForPageLoadAndDelay(20, 3)",Chrome 131.0.0.0,,,13-12-2024 14:59:35,13-12-2024 14:59:38,3.015s,PASSED
"click(findTestObject(""Object Repository/pages/account_page/update_acc_info_button""))",Chrome 131.0.0.0,Update account with invalid phone number,,13-12-2024 14:59:38,13-12-2024 14:59:38,0.057s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:59:38,13-12-2024 14:59:40,2.003s,PASSED
"executeJavaScript(""let input = document.getElementsByName('phone')[0]; input.focus(); input.value = arguments[0]; input.dispatchEvent(new Event('input'));"", Arrays.asList(phoneNumber))",Chrome 131.0.0.0,,,13-12-2024 14:59:40,13-12-2024 14:59:40,0.011s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""btn account-info__btn account-info__btn--full""]))",Chrome 131.0.0.0,,,13-12-2024 14:59:40,13-12-2024 14:59:40,0.045s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:59:40,13-12-2024 14:59:42,2.012s,PASSED
"errMessObject = findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""])",Chrome 131.0.0.0,,,13-12-2024 14:59:42,13-12-2024 14:59:42,0.002s,PASSED
verifyElementVisible(errMessObject),Chrome 131.0.0.0,,,13-12-2024 14:59:42,13-12-2024 14:59:42,0.017s,PASSED
actualErrMess = getText(errMessObject),Chrome 131.0.0.0,,,13-12-2024 14:59:42,13-12-2024 14:59:42,0.013s,PASSED
if (actualErrMess.equals(expectedErrMess)),Chrome 131.0.0.0,Verify error message for invalid phone number,,13-12-2024 14:59:42,13-12-2024 14:59:42,0.104s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,13-12-2024 14:59:42,13-12-2024 14:59:42,0.018s,PASSED
"click(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,,,13-12-2024 14:59:42,13-12-2024 14:59:42,0.044s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 14:59:42,13-12-2024 14:59:45,2.009s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]), 5, OPTIONAL))",Chrome 131.0.0.0,,,13-12-2024 14:59:45,13-12-2024 14:59:51,6.005s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,13-12-2024 14:59:51,13-12-2024 14:59:57,6.588s,PASSED
,,,,,,,
Test Cases/COOLMATE-003/TC002-Update with invalid phone number,Chrome 131.0.0.0,,,13-12-2024 14:59:57,13-12-2024 15:00:56,59.219s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,13-12-2024 14:59:57,13-12-2024 14:59:57,0.001s,PASSED
"common.UtilKeyword.openURLAndAuthenticate(username_bao, password_bao)",Chrome 131.0.0.0,Open and authenticate,,13-12-2024 14:59:57,13-12-2024 15:00:28,31.321s,PASSED
"enhancedClick(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,Go to account infomation page,,13-12-2024 15:00:28,13-12-2024 15:00:29,0.072s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:00:29,13-12-2024 15:00:31,2.010s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/pages/home_page/go_to_account""), 10)",Chrome 131.0.0.0,,,13-12-2024 15:00:31,13-12-2024 15:00:31,0.020s,PASSED
"click(findTestObject(""Object Repository/pages/home_page/go_to_account""))",Chrome 131.0.0.0,,,13-12-2024 15:00:31,13-12-2024 15:00:35,4.062s,PASSED
"common.UtilKeyword.waitForPageLoadAndDelay(20, 3)",Chrome 131.0.0.0,,,13-12-2024 15:00:35,13-12-2024 15:00:38,3.015s,PASSED
"click(findTestObject(""Object Repository/pages/account_page/update_acc_info_button""))",Chrome 131.0.0.0,Update account with invalid phone number,,13-12-2024 15:00:38,13-12-2024 15:00:38,0.055s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:00:38,13-12-2024 15:00:40,2.009s,PASSED
"executeJavaScript(""let input = document.getElementsByName('phone')[0]; input.focus(); input.value = arguments[0]; input.dispatchEvent(new Event('input'));"", Arrays.asList(phoneNumber))",Chrome 131.0.0.0,,,13-12-2024 15:00:40,13-12-2024 15:00:40,0.012s,PASSED
"click(findTestObject(""Object Repository/common/button/button_class"", [""class"":""btn account-info__btn account-info__btn--full""]))",Chrome 131.0.0.0,,,13-12-2024 15:00:40,13-12-2024 15:00:40,0.049s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:00:40,13-12-2024 15:00:42,2.007s,PASSED
"errMessObject = findTestObject(""Object Repository/common/span/span_class"", [""class"":""error-text""])",Chrome 131.0.0.0,,,13-12-2024 15:00:42,13-12-2024 15:00:42,0.000s,PASSED
verifyElementVisible(errMessObject),Chrome 131.0.0.0,,,13-12-2024 15:00:42,13-12-2024 15:00:42,0.018s,PASSED
actualErrMess = getText(errMessObject),Chrome 131.0.0.0,,,13-12-2024 15:00:42,13-12-2024 15:00:42,0.021s,PASSED
if (actualErrMess.equals(expectedErrMess)),Chrome 131.0.0.0,Verify error message for invalid phone number,,13-12-2024 15:00:42,13-12-2024 15:00:42,0.130s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,Return account information page,,13-12-2024 15:00:42,13-12-2024 15:00:42,0.018s,PASSED
"click(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]))",Chrome 131.0.0.0,,,13-12-2024 15:00:42,13-12-2024 15:00:42,0.042s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:00:42,13-12-2024 15:00:44,2.008s,PASSED
"if (waitForElementVisible(findTestObject(""Object Repository/common/span/id_span_class"", [""id"":""info-tab"", ""class"":""close-popup""]), 5, OPTIONAL))",Chrome 131.0.0.0,,,13-12-2024 15:00:44,13-12-2024 15:00:48,3.733s,PASSED
common.UtilKeyword.logOutAndClose(),Chrome 131.0.0.0,Logout and close,,13-12-2024 15:00:48,13-12-2024 15:00:56,8.608s,PASSED
,,,,,,,
Test Cases/COOLMATE-003/TC003-Update with existing phone number,Chrome 131.0.0.0,,,13-12-2024 15:00:56,13-12-2024 15:01:44,48.101s,PASSED
Start listener action : beforeTestCase,Chrome 131.0.0.0,,,13-12-2024 15:00:56,13-12-2024 15:00:56,0.001s,PASSED
"common.UtilKeyword.openURLAndAuthenticate(username_bao, password_bao)",Chrome 131.0.0.0,Open and authenticate,,13-12-2024 15:00:56,13-12-2024 15:01:26,29.672s,PASSED
"enhancedClick(findTestObject(""Object Repository/common/icon/user icon""))",Chrome 131.0.0.0,Go to account infomation page,,13-12-2024 15:01:26,13-12-2024 15:01:26,0.074s,PASSED
delay(2),Chrome 131.0.0.0,,,13-12-2024 15:01:26,13-12-2024 15:01:28,2.013s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/pages/home_page/go_to_account""), 10)",Chrome 131.0.0.0,,,13-12-2024 15:01:28,13-12-2024 15:01:28,0.016s,PASSED
"click(findTestObject(""Object Repository/pages/home_page/go_to_account""))",Chrome 131.0.0.0,,,13-12-2024 15:01:28,13-12-2024 15:01:30,1.343s,PASSED
"common.UtilKeyword.waitForPageLoadAndDelay(20, 3)",Chrome 131.0.0.0,,,13-12-2024 15:01:30,13-12-2024 15:01:33,3.010s,PASSED
"click(findTestObject(""Object Repository/pages/account_page/update_acc_info_button""))",Chrome 131.0.0.0,Update account with invalid phone number,,13-12-2024 15:01:33,13-12-2024 15:01:33,0.054s,PASSED
